"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"BHAT","BHANERO TEXTILE MILLS LIMITED","1.00"," 847.00 ","1.00"," 847.00 ","100.00 ","100.00 "
"BIFO","BIAFO INDUSTRIES LIMITED","5,770.00"," 943,378.18 ","5,246.00"," 859,182.06 ","90.92 ","91.08 "
"BIPL","BANKISLAMI PAKISTAN LIMITED","393,993.00"," 12,303,664.60 ","345,617.00"," 10,798,370.76 ","87.72 ","87.77 "
"BML","BANK MAKRAMAH LIMITED","83,220,153.00"," 473,563,041.86 ","49,833,055.00"," 284,479,001.79 ","59.88 ","60.07 "
"BNL","BUNNY`S LIMITED","1,350,873.00"," 159,527,498.09 ","907,991.00"," 107,309,004.99 ","67.22 ","67.27 "
"BNWM","BANNU WOOLLEN MILLS LIMITED","13,218.00"," 817,589.83 ","12,758.00"," 788,854.25 ","96.52 ","96.49 "
"BOK","THE BANK OF KHYBER","18,231.00"," 612,906.45 ","16,546.00"," 556,668.28 ","90.76 ","90.82 "
"BOP","THE BANK OF PUNJAB","41,231,329.00"," 1,391,036,764.72 ","16,693,076.00"," 591,323,313.07 ","40.49 ","42.51 "
"BPL","BURSHANE LPG (PAKISTAN) LIMITED","9,526.00"," 292,035.08 ","9,526.00"," 292,035.08 ","100.00 ","100.00 "
"BRRG","B.R.R. GUARDIAN LIMITED","11,330.00"," 448,073.92 ","11,220.00"," 443,747.02 ","99.03 ","99.03 "
"BTL","BLESSED TEXTILES LIMITED","1.00"," 300.30 ","1.00"," 300.30 ","100.00 ","100.00 "
"BUXL","BUXLY PAINTS LIMITED","1,773.00"," 266,091.30 ","1,772.00"," 265,938.30 ","99.94 ","99.94 "
"BWCL","BESTWAY CEMENT  LIMITED","8,468.00"," 4,690,893.19 ","6,464.00"," 3,579,868.44 ","76.33 ","76.32 "
"BWHL","BALUCHISTAN WHEELS LIMITED","31,767.00"," 5,700,071.84 ","26,171.00"," 4,692,260.53 ","82.38 ","82.32 "
"CASH","CALCORP LIMITED","6,563.00"," 377,754.80 ","4,459.00"," 252,357.12 ","67.94 ","66.80 "
"CCM","CRESCENT COTTON MILLS LIMITED","220.00"," 11,209.00 ","220.00"," 11,209.00 ","100.00 ","100.00 "
"CENI","CENTURY INSURANCE COMPANY LIMITED","5,428.00"," 300,647.86 ","4,082.00"," 229,407.31 ","75.20 ","76.30 "
"CEPB","CENTURY PAPER AND BOARD MILLS LIMITED","12,630,275.00"," 412,981,067.68 ","5,982,058.00"," 197,597,042.96 ","47.36 ","47.85 "
"CHAS","CHASHMA SUGAR MILLS LIMITED","5.00"," 340.19 ","5.00"," 340.19 ","100.00 ","100.00 "
"CHBL","CHENAB LIMITED","2,730,807.00"," 28,541,958.17 ","2,236,690.00"," 23,394,308.38 ","81.91 ","81.96 "
"CHCC","CHERAT CEMENT COMPANY LIMITED","104,451.00"," 33,204,589.59 ","74,145.00"," 23,669,422.36 ","70.99 ","71.28 "
"CJPL","CRESCENT JUTE PRODUCTS LIMITED","690,521.00"," 13,945,682.15 ","657,157.00"," 13,366,396.47 ","95.17 ","95.85 "
"CLCPS","CHENAB LTD-NON VOTING CUM. PREF. SHARES","203,174.00"," 687,729.42 ","177,277.00"," 602,028.48 ","87.25 ","87.54 "
"CLOV","CLOVER PAKISTAN LIMITED","230,010.00"," 8,839,726.88 ","203,924.00"," 7,838,272.07 ","88.66 ","88.67 "
"CLVL","CORDOBA LOGISTICS & VENTURES LIMITED","5,307.00"," 88,340.20 ","105.00"," 5,477.40 ","1.98 ","6.20 "
"CNERGY","CNERGYICO PK LIMITED","17,157,478.00"," 129,165,168.62 ","7,510,397.00"," 59,945,727.79 ","43.77 ","46.41 "
"COLG","COLGATE PALMOLIVE (PAKISTAN) LIMITED","5,550.00"," 7,088,620.94 ","5,281.00"," 6,745,150.46 ","95.15 ","95.15 "
"CPHL","CITI PHARMA LIMITED","1,194,466.00"," 97,590,487.21 ","621,255.00"," 51,532,586.70 ","52.01 ","52.80 "
"CPPL","CHERAT PACKAGING LIMITED","414,235.00"," 42,191,366.98 ","272,421.00"," 27,743,205.84 ","65.76 ","65.76 "
"CRTM","THE CRESCENT TEXTILE MILLS LIMITED","93,734.00"," 2,177,572.00 ","93,723.00"," 2,177,318.80 ","99.99 ","99.99 "
"CSAP","CRESCENT STEEL AND ALLIED PRODUCTS LTD.","80,539.00"," 7,952,974.66 ","66,837.00"," 6,596,053.96 ","82.99 ","82.94 "
"CSIL","CRESCENT STAR INSURANCE LIMITED","1,233,492.00"," 6,521,741.85 ","923,941.00"," 4,885,406.38 ","74.90 ","74.91 "
"CTM","COLONY TEXTILE MILLS LIMITED","1,798,517.00"," 12,514,163.59 ","1,159,955.00"," 8,114,190.10 ","64.50 ","64.84 "
"CWSM","CHAKWAL SPINNING MILLS LIMITED","2,922,634.00"," 123,452,613.48 ","1,303,305.00"," 55,267,404.19 ","44.59 ","44.77 "
"CYAN","CYAN LIMITED","218,347.00"," 11,800,300.26 ","159,775.00"," 8,660,187.95 ","73.17 ","73.39 "
"DAAG","DATA AGRO LIMITED","1,885.00"," 177,138.56 ","1,878.00"," 176,495.12 ","99.63 ","99.64 "
"DBCI","DADABHOY CEMENT INDUSTRIES LIMITED","6,325.00"," 41,888.25 ","6,001.00"," 39,742.02 ","94.88 ","94.88 "
"DCL","DEWAN CEMENT LIMITED","8,695,724.00"," 107,217,885.84 ","6,963,360.00"," 85,768,796.54 ","80.08 ","79.99 "
"DCR","DOLMEN CITY REIT","262,774.00"," 8,410,550.84 ","237,697.00"," 7,608,907.51 ","90.46 ","90.47 "
"DEL","DAWOOD EQUITIES LIMITED","599,297.00"," 14,485,008.49 ","599,297.00"," 14,485,008.49 ","100.00 ","100.00 "
"DFML","DEWAN FAROOQUE MOTORS LIMITED","1,897,766.00"," 52,020,926.33 ","1,242,786.00"," 34,124,125.33 ","65.49 ","65.60 "
"DFSM","DEWAN FAROOQUE SPINNING MILLS LIMITED","185,488.00"," 965,723.71 ","172,213.00"," 898,917.81 ","92.84 ","93.08 "
"DGKC","D.G. KHAN CEMENT COMPANY LIMITED","1,691,186.00"," 353,830,839.86 ","850,771.00"," 182,562,537.52 ","50.31 ","51.60 "
"DHPL","DH PARTNERS LIMITED","830,937.00"," 46,461,528.04 ","501,744.00"," 28,108,930.72 ","60.38 ","60.50 "
"DIIL","DIAMOND INDUSTRIES LIMITED","250.00"," 14,962.50 ","144.00"," 8,618.40 ","57.60 ","57.60 "
"DINT","DIN TEXTILE MILLS LIMITED","90.00"," 6,304.50 ","90.00"," 6,304.50 ","100.00 ","100.00 "
"DLL","DAWOOD LAWRENCEPUR LIMITED","250,584.00"," 121,925,687.61 ","92,547.00"," 45,146,368.21 ","36.93 ","37.03 "
"DMC","D.M. CORPORATION LIMITED","140.00"," 36,331.18 ","135.00"," 35,032.10 ","96.43 ","96.42 "
"DMTM","DEWAN MUSHTAQ TEXTILE MILLS LIMITED","19,117.00"," 173,733.04 ","12,650.00"," 115,079.33 ","66.17 ","66.24 "
"DNCC","DANDOT CEMENT COMPANY LIMITED","443,666.00"," 7,688,825.78 ","284,418.00"," 4,969,854.64 ","64.11 ","64.64 "
"DOL","DESCON OXYCHEM LIMITED","159,218.00"," 5,036,026.13 ","136,686.00"," 4,323,710.07 ","85.85 ","85.86 "
"DSIL","D. S. INDUSTRIES LIMITED","291,182.00"," 3,847,235.89 ","257,068.00"," 3,394,820.49 ","88.28 ","88.24 "
"DSL","DOST STEELS LIMITED","518,673.00"," 4,184,972.22 ","426,496.00"," 3,441,123.24 ","82.23 ","82.23 "
"DWAE","DEWAN AUTOMOTIVE ENGINEERING LIMITED","12,318.00"," 281,279.78 ","10,245.00"," 234,933.83 ","83.17 ","83.52 "
"DWSM","DEWAN SUGAR MILLS LIMITED","52,338.00"," 399,221.73 ","51,461.00"," 392,526.80 ","98.32 ","98.32 "
"DWTM","DEWAN TEXTILE MILLS LIMITED","1,560.00"," 9,921.05 ","1,560.00"," 9,921.05 ","100.00 ","100.00 "
"DYNO","DYNEA PAKISTAN LIMITED","34,792.00"," 9,604,362.87 ","26,891.00"," 7,430,612.20 ","77.29 ","77.37 "
"ECOP","ECOPACK LIMITED","81,827.00"," 4,422,334.56 ","50,993.00"," 2,754,739.45 ","62.32 ","62.29 "
"EFERT","ENGRO FERTILIZERS LIMITED","1,040,213.00"," 201,972,840.55 ","561,945.00"," 114,625,436.72 ","54.02 ","56.75 "
"EFUG","EFU GENERAL INSURANCE LIMITED","342.00"," 43,059.33 ","339.00"," 42,687.37 ","99.12 ","99.14 "
"EFUL","EFU LIFE ASSURANCE LIMITED","118.00"," 18,054.00 ","100.00"," 15,300.00 ","84.75 ","84.75 "
"ELSM","ELLCOT SPINNING MILLS LIMITED","1.00"," 119.00 ","1.00"," 119.00 ","100.00 ","100.00 "
"EMCO","EMCO INDUSTRIES LIMITED","4,976.00"," 286,424.18 ","4,224.00"," 243,886.88 ","84.89 ","85.15 "
"ENGROH","ENGRO HOLDINGS LIMITED","377,378.00"," 82,432,440.55 ","312,947.00"," 68,340,283.17 ","82.93 ","82.90 "
"EPCL","ENGRO POLYMER & CHEMICALS LIMITED","375,344.00"," 10,555,401.85 ","335,308.00"," 9,427,032.93 ","89.33 ","89.31 "
"EPCLPS","ENGRO POLYMER & CHEMICALS LTD - PREF.SH.","4,982.00"," 59,789.00 ","4,982.00"," 59,789.00 ","100.00 ","100.00 "
"EPQL","ENGRO POWERGEN QADIRPUR LIMITED","147,048.00"," 4,316,090.53 ","145,133.00"," 4,260,103.21 ","98.70 ","98.70 "
"ESBL","ESCORTS INVESTMENT BANK LIMITED","151,416.00"," 1,685,681.37 ","106,199.00"," 1,179,147.78 ","70.14 ","69.95 "
"EXIDE","EXIDE PAKISTAN LIMITED","2,692.00"," 1,585,391.85 ","2,132.00"," 1,256,356.53 ","79.20 ","79.25 "
"FABL","FAYSAL BANK LIMITED","851,734.00"," 72,868,704.04 ","531,891.00"," 46,832,531.52 ","62.45 ","64.27 "
"FANM","FIRST AL-NOOR MODARABA","166,070.00"," 1,283,104.77 ","141,205.00"," 1,091,723.82 ","85.03 ","85.08 "
"FASM","FAISAL SPINNING MILLS LIMITED","252.00"," 70,323.06 ","242.00"," 67,606.06 ","96.03 ","96.14 "
"FATIMA","FATIMA FERTILIZER COMPANY LIMITED","572,399.00"," 73,337,597.15 ","362,576.00"," 47,093,844.42 ","63.34 ","64.22 "
"FCCL","FAUJI CEMENT COMPANY LIMITED","5,396,411.00"," 276,713,959.02 ","3,194,351.00"," 164,827,132.42 ","59.19 ","59.57 "
"FCEL","FIRST CAPITAL EQUITIES LIMITED","62,613.00"," 412,617.37 ","55,566.00"," 366,199.02 ","88.75 ","88.75 "
"FCEPL","FRIESLANDCAMPINA ENGRO PAKISTAN LIMITED","274,764.00"," 23,913,883.84 ","219,157.00"," 19,044,495.79 ","79.76 ","79.64 "
"FCIBL","FIRST CREDIT AND INVESTMENT BANK LIMITED","105.00"," 1,491.83 ","105.00"," 1,491.83 ","100.00 ","100.00 "
"FCL","FAST CABLES LIMITED","847,016.00"," 19,655,640.41 ","638,473.00"," 14,822,463.91 ","75.38 ","75.41 "
"FCSC","FIRST CAPITAL SECURITIES CORPORATION LTD","7,591,241.00"," 63,450,829.39 ","4,402,856.00"," 36,960,439.08 ","58.00 ","58.25 "
"FDPL","FIRST DAWOOD PROPERTIES LIMITED","336,551.00"," 2,371,591.34 ","273,714.00"," 1,927,781.73 ","81.33 ","81.29 "
"FECM","FIRST ELITE CAPITAL MODARABA","15,559.00"," 438,365.67 ","11,971.00"," 337,899.50 ","76.94 ","77.08 "
"FECTC","FECTO CEMENT LIMITED","4,851,210.00"," 754,545,312.71 ","2,258,195.00"," 354,471,199.30 ","46.55 ","46.98 "
"FEM","FIRST EQUITY MODARABA","243,425.00"," 3,180,005.81 ","178,376.00"," 2,344,242.77 ","73.28 ","73.72 "
"FEROZ","FEROZSONS LABORATORIES LIMITED","13,872.00"," 5,531,626.39 ","11,949.00"," 4,787,734.09 ","86.14 ","86.55 "
"FFC","FAUJI FERTILIZER COMPANY LIMITED","836,112.00"," 394,901,465.14 ","586,831.00"," 282,130,187.31 ","70.19 ","71.44 "
"FFL","FAUJI FOODS LIMITED","4,862,208.00"," 90,466,768.84 ","3,343,909.00"," 62,389,369.12 ","68.77 ","68.96 "
"FFLM","FIRST FIDELITY LEASING MODARABA","290,240.00"," 3,458,689.71 ","214,099.00"," 2,559,550.51 ","73.77 ","74.00 "
"FHAM","FIRST HABIB MODARABA","126,406.00"," 4,251,487.60 ","67,802.00"," 2,299,387.63 ","53.64 ","54.08 "
"FIBLM","FIRST IBL MODARABA","20,047.00"," 246,742.34 ","17,877.00"," 221,881.84 ","89.18 ","89.92 "
"FIL","FATEH INDUSTRIES LIMITED","101.00"," 17,373.65 ","100.00"," 17,198.76 ","99.01 ","98.99 "
"FIMM","FIRST IMROOZ MODARABA","202.00"," 53,577.11 ","162.00"," 43,576.71 ","80.20 ","81.33 "
"FLYNG","FLYING CEMENT COMPANY LIMITED","2,971,475.00"," 161,562,983.22 ","2,285,778.00"," 127,448,875.23 ","76.92 ","78.88 "
"FML","FEROZE1888 MILLS LIMITED","5,826.00"," 407,310.25 ","5,776.00"," 403,810.25 ","99.14 ","99.14 "
"FNEL","FIRST NATIONAL EQUITIES LIMITED","85,976,694.00"," 1,675,982,282.86 ","36,341,958.00"," 712,583,383.66 ","42.27 ","42.52 "
"FPJM","FIRST PUNJAB MODARABA","95,959.00"," 940,769.80 ","87,075.00"," 853,822.62 ","90.74 ","90.76 "
"FPRM","FIRST PARAMOUNT MODARABA","6,635.00"," 82,929.67 ","6,617.00"," 82,700.53 ","99.73 ","99.72 "
"FRCL","FRONTIER CERAMICS LIMITED","17,753.00"," 1,798,000.33 ","11,771.00"," 1,197,833.02 ","66.30 ","66.62 "
"FRSM","FARAN SUGAR MILLS LIMITED","6,043.00"," 323,386.79 ","5,761.00"," 308,299.50 ","95.33 ","95.33 "
"FSWL","FATEH SPORTS WEAR LIMITED","10.00"," 1,027.99 ","9.00"," 927.72 ","90.00 ","90.25 "
"FTMM","FIRST TREET MANUFACTURING MODARABA","351.00"," 6,389.44 ","251.00"," 4,628.44 ","71.51 ","72.44 "
"FTSM","FIRST TRI-STAR MODARABA","1,663.00"," 22,494.98 ","1,661.00"," 22,466.49 ","99.88 ","99.87 "
"FZCM","FAZAL CLOTH MILLS LIMITED","8,418.00"," 1,787,557.76 ","6,243.00"," 1,329,026.83 ","74.16 ","74.35 "
"GADT","GADOON TEXTILE MILLS LIMITED","4,966.00"," 1,657,527.22 ","4,314.00"," 1,441,677.99 ","86.87 ","86.98 "
"GAL","GHANDHARA AUTOMOBILES LIMITED","254,318.00"," 142,061,456.84 ","163,994.00"," 91,782,021.58 ","64.48 ","64.61 "
"GAMON","GAMMON PAKISTAN LIMITED","4,358.00"," 106,837.11 ","4,189.00"," 102,733.86 ","96.12 ","96.16 "
"GATI","GATRON (INDUSTRIES) LIMITED","377,999.00"," 44,270,359.31 ","230,116.00"," 27,091,202.26 ","60.88 ","61.19 "
"GATM","GUL AHMED TEXTILE MILLS LIMITED","1,118,686.00"," 29,270,311.98 ","802,055.00"," 20,970,101.84 ","71.70 ","71.64 "
"GCIL","GHANI CHEMICAL INDUSTRIES LIMITED","1,353,540.00"," 43,662,463.04 ","1,026,559.00"," 33,157,977.87 ","75.84 ","75.94 "
"GCWL","GHANI CHEMWORLD LIMITED","562,345.00"," 10,244,951.04 ","433,069.00"," 7,891,787.12 ","77.01 ","77.03 "
"GEMMEL","MUGHAL ENERGY LIMITED","658.00"," 15,884.12 ","658.00"," 15,884.12 ","100.00 ","100.00 "
"GEMPACRA","THE PAKISTAN CREDIT RATING AGENCY LTD.","1,730.00"," 45,132.42 ","1,730.00"," 45,132.42 ","100.00 ","100.00 "
"GEMPAPL","PAK AGRO PACKAGING LIMITED","5,000.00"," 61,000.00 ","5,000.00"," 61,000.00 ","100.00 ","100.00 "
"GEMSPNL","SUPERNET LIMITED","11,001.00"," 721,301.00 ","10,001.00"," 656,281.00 ","90.91 ","90.99 "
"GFIL","GHAZI FABRICS INTERNATIONAL LIMITED","358,279.00"," 5,528,512.60 ","248,051.00"," 3,841,790.94 ","69.23 ","69.49 "
"GGGL","GHANI GLOBAL GLASS LIMITED","539,268.00"," 5,402,394.89 ","279,642.00"," 2,816,535.72 ","51.86 ","52.13 "
"GGL","GHANI GLOBAL HOLDINGS LIMITED","607,391.00"," 14,636,284.24 ","420,157.00"," 10,125,038.73 ","69.17 ","69.18 "
"GHGL","GHANI GLASS LIMITED","143,138.00"," 4,703,409.96 ","134,764.00"," 4,428,222.24 ","94.15 ","94.15 "
"GHNI","GHANDHARA INDUSTRIES LIMITED","131,617.00"," 104,971,089.13 ","94,171.00"," 75,081,603.34 ","71.55 ","71.53 "
"GLAXO","GLAXOSMITHKLINE PAKISTAN LIMITED","405,257.00"," 149,823,584.88 ","206,019.00"," 81,022,879.31 ","50.84 ","54.08 "
"GLPL","GILLETTE PAKISTAN LIMITED","598.00"," 315,471.36 ","510.00"," 269,003.98 ","85.28 ","85.27 "
"GOC","GOC (PAK) LIMITED","657.00"," 74,843.89 ","657.00"," 74,843.89 ","100.00 ","100.00 "
"GRR","GLOBE RESIDENCY REIT","325,288.00"," 6,718,601.56 ","295,566.00"," 6,108,258.96 ","90.86 ","90.92 "
"GRYL","GRAYS LEASING LIMITED","3,091.00"," 98,421.08 ","3,039.00"," 96,730.08 ","98.32 ","98.28 "
"GSPM","GULSHAN SPINNING MILLS LIMITED","3,272.00"," 17,397.80 ","3,172.00"," 16,886.80 ","96.94 ","97.06 "
"GTYR","GHANDHARA TYRE AND RUBBER COMPANY LTD.","67,150.00"," 2,494,778.62 ","53,414.00"," 1,985,636.26 ","79.54 ","79.59 "
"GUSM","GULISTAN SPINNING MILLS LIMITED","6,111.00"," 55,523.65 ","5,711.00"," 52,072.65 ","93.45 ","93.78 "
"GVGL","GHANI VALUE GLASS LIMITED","13,103.00"," 784,382.82 ","12,449.00"," 745,392.28 ","95.01 ","95.03 "
"GWLC","GHARIBWAL CEMENT LIMITED","1,884,876.00"," 103,336,604.24 ","1,061,501.00"," 58,618,384.03 ","56.32 ","56.73 "
"HABSM","HABIB SUGAR MILLS LIMITED","115,706.00"," 9,488,375.97 ","114,813.00"," 9,414,702.00 ","99.23 ","99.22 "
"HAEL","HALA ENTERPRISES LIMITED","5,803.00"," 131,195.15 ","5,663.00"," 128,016.26 ","97.59 ","97.58 "
"HAFL","HAFIZ LIMITED","1.00"," 342.00 ","1.00"," 342.00 ","100.00 ","100.00 "
"HALEON","HALEON PAKISTAN LIMITED","56,635.00"," 47,311,229.00 ","51,565.00"," 43,075,685.75 ","91.05 ","91.05 "
"HASCOL","HASCOL PETROLEUM LIMITED","46,589,979.00"," 728,892,758.64 ","20,438,093.00"," 319,814,999.97 ","43.87 ","43.88 "
"HBL","HABIB BANK LIMITED","2,772,712.00"," 783,496,359.49 ","1,701,404.00"," 491,376,736.95 ","61.36 ","62.72 "
"HBLTETF","HBL TOTAL TREASURY EXCHANGE TRADED FUND","25,000.00"," 2,670,000.00 ","25,000.00"," 2,670,000.00 ","100.00 ","100.00 "
"HCAR","HONDA  ATLAS CARS (PAKISTAN) LIMITED","449,364.00"," 131,978,605.85 ","361,014.00"," 106,210,775.27 ","80.34 ","80.48 "
"HGFA","HBL GROWTH FUND-CLASS A","11,203.00"," 197,345.40 ","11,152.00"," 196,460.55 ","99.54 ","99.55 "
"HICL","HABIB INSURANCE COMPANY LIMITED","151,579.00"," 1,828,231.76 ","146,039.00"," 1,761,736.79 ","96.35 ","96.36 "
"HIFA","HBL INVESTMENT FUND-CLASS A","522,197.00"," 3,297,121.51 ","237,246.00"," 1,500,398.72 ","45.43 ","45.51 "
"HINO","HINOPAK MOTORS LIMITED","4,991.00"," 2,570,975.40 ","4,593.00"," 2,367,563.80 ","92.03 ","92.09 "
"HINOON","HIGHNOON LABORATORIES LIMITED","4,943.00"," 5,535,378.16 ","4,235.00"," 4,746,986.50 ","85.68 ","85.76 "
"HIRAT","HIRA TEXTILE MILLS LIMITED","394,247.00"," 2,121,058.85 ","224,229.00"," 1,205,629.38 ","56.88 ","56.84 "
"HMB","HABIB METROPOLITAN BANK LIMITED","78,580.00"," 8,955,634.22 ","59,413.00"," 6,770,389.07 ","75.61 ","75.60 "
"HPL","HOECHST PAKISTAN LIMITED","108.00"," 446,111.88 ","105.00"," 433,480.64 ","97.22 ","97.17 "
"HRPL","HABIB RICE PRODUCTS LIMITED","19,096.00"," 461,388.66 ","19,047.00"," 460,196.60 ","99.74 ","99.74 "
"HTL","HI-TECH LUBRICANTS LIMITED","173,092.00"," 9,038,321.48 ","140,552.00"," 7,355,840.89 ","81.20 ","81.39 "
"HUBC","THE HUB POWER COMPANY LIMITED","6,654,938.00"," 1,425,352,946.93 ","3,806,603.00"," 838,592,967.71 ","57.20 ","58.83 "
"HUMNL","HUM NETWORK LIMITED","1,093,417.00"," 15,626,151.27 ","595,995.00"," 9,397,362.90 ","54.51 ","60.14 "
"HUSI","HUSEIN INDUSTRIES LIMITED","1,500.00"," 38,320.97 ","1,393.00"," 35,588.19 ","92.87 ","92.87 "
"HWQS","HASEEB WAQAS SUGAR MILLS LIMITED","16,017.00"," 270,115.21 ","11,340.00"," 191,737.44 ","70.80 ","70.98 "
"IBFL","IBRAHIM FIBRES LIMITED","7,704.00"," 2,061,515.50 ","7,704.00"," 2,061,515.50 ","100.00 ","100.00 "
"IBLHL","IBL HEALTHCARE LIMITED","14,167.00"," 635,453.17 ","12,867.00"," 577,392.35 ","90.82 ","90.86 "
"ICCI","ICC INDUSTRIES LIMITED","42,590.00"," 627,562.10 ","26,023.00"," 384,057.09 ","61.10 ","61.20 "
"ICIBL","INVEST CAPITAL INVESTMENT BANK LIMITED","4,772,178.00"," 28,237,118.41 ","2,947,275.00"," 17,707,673.47 ","61.76 ","62.71 "
