"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"PASL","PERVEZ AHMED CONSULTANCY SERVICES LTD","5,269,824.00"," 19,925,488.91 ","4,215,626.00"," 15,935,955.07 ","80.00 ","79.98 "
"PASM","PARAMOUNT SPINNING MILLS LIMITED","10,994.00"," 80,027.26 ","10,994.00"," 80,027.26 ","100.00 ","100.00 "
"PCAL","PAKISTAN CABLES LIMITED","2,925.00"," 633,852.28 ","2,721.00"," 589,770.70 ","93.03 ","93.05 "
"PECO","PAKISTAN ENGINEERING COMPANY LIMITED","914.00"," 397,846.44 ","266.00"," 116,150.44 ","29.10 ","29.19 "
"PGLC","PAK GULF LEASING COMPANY LIMITED","5,030.00"," 82,464.08 ","4,328.00"," 70,529.91 ","86.04 ","85.53 "
"PIAHCLA","PIA HOLDING COMPANY LIMITED-CLASS A","6,811,556.00"," 175,135,204.25 ","3,807,050.00"," 97,833,963.97 ","55.89 ","55.86 "
"PIAHCLB","PIA HOLDING COMPANY LIMITED-CLASS B","27.00"," 645,206.22 ","19.00"," 456,662.06 ","70.37 ","70.78 "
"PIBTL","PAKISTAN INTERNATIONAL BULK TERMINAL LTD","13,540,866.00"," 207,573,702.54 ","7,543,091.00"," 115,828,288.79 ","55.71 ","55.80 "
"PICT","PAKISTAN INTL CONTAINER TERMINAL LTD.","142,007.00"," 6,040,976.69 ","121,080.00"," 5,149,398.23 ","85.26 ","85.24 "
"PIL","PICIC INSURANCE LIMITED","240,105.00"," 1,275,077.08 ","191,911.00"," 1,015,856.23 ","79.93 ","79.67 "
"PIM","POPULAR ISLAMIC MODARABA","1,467.00"," 33,838.58 ","280.00"," 6,434.24 ","19.09 ","19.01 "
"PINL","PREMIER INSURANCE LIMITED","281,650.00"," 2,528,720.54 ","215,072.00"," 1,935,039.84 ","76.36 ","76.52 "
"PIOC","PIONEER CEMENT LIMITED","143,992.00"," 30,794,655.76 ","92,840.00"," 20,637,759.96 ","64.48 ","67.02 "
"PKGI","THE PAKISTAN GENERAL INSURANCE CO. LTD.","25,037.00"," 391,110.90 ","16,337.00"," 255,325.90 ","65.25 ","65.28 "
"PKGP","PAKGEN POWER LIMITED","50,464.00"," 3,211,171.65 ","37,763.00"," 2,412,981.89 ","74.83 ","75.14 "
"PKGS","PACKAGES LIMITED","1,969.00"," 1,380,810.93 ","1,143.00"," 802,502.22 ","58.05 ","58.12 "
"PNSC","PAKISTAN NATIONAL SHIPPING CORPORATION","13,477.00"," 6,076,098.83 ","12,348.00"," 5,565,924.81 ","91.62 ","91.60 "
"POL","PAKISTAN OILFIELDS LIMITED","477,132.00"," 287,529,130.27 ","306,847.00"," 185,468,304.91 ","64.31 ","64.50 "
"POML","PUNJAB OIL MILLS LIMITED","867.00"," 152,652.60 ","866.00"," 152,476.59 ","99.88 ","99.88 "
"POWER","POWER CEMENT LIMITED","2,442,043.00"," 44,152,053.10 ","1,893,096.00"," 34,274,589.82 ","77.52 ","77.63 "
"POWERPS","POWER CEMENT LIMITED - PREFERENCE SHARES","2,222.00"," 59,224.00 ","1,720.00"," 45,882.50 ","77.41 ","77.47 "
"PPL","PAKISTAN PETROLEUM LIMITED","5,924,865.00"," 1,082,862,070.90 ","3,372,300.00"," 636,626,243.17 ","56.92 ","58.79 "
"PPP","PAKISTAN PAPER PRODUCTS LIMITED","27,973.00"," 4,007,467.03 ","16,972.00"," 2,433,206.58 ","60.67 ","60.72 "
"PREMA","AT-TAHUR LIMITED","2,271,903.00"," 91,030,538.23 ","1,377,240.00"," 55,296,032.95 ","60.62 ","60.74 "
"PRET","PREMIUM TEXTILE MILLS LIMITED","133.00"," 63,240.08 ","132.00"," 62,817.68 ","99.25 ","99.33 "
"PRL","PAKISTAN REFINERY LIMITED","8,394,496.00"," 290,470,426.41 ","3,316,854.00"," 119,083,364.37 ","39.51 ","41.00 "
"PSEL","PAKISTAN SERVICES LIMITED","8,684.00"," 10,199,913.56 ","6,322.00"," 7,438,336.65 ","72.80 ","72.93 "
"PSO","PAKISTAN STATE OIL COMPANY LIMITED","6,959,292.00"," 3,073,203,373.75 ","2,462,652.00"," 1,137,057,095.18 ","35.39 ","37.00 "
"PSX","PAKISTAN STOCK EXCHANGE LIMITED","5,349,116.00"," 276,723,849.48 ","1,887,771.00"," 121,149,923.24 ","35.29 ","43.78 "
"PSYL","PAKISTAN SYNTHETICS LIMITED","249.00"," 13,791.05 ","248.00"," 13,735.78 ","99.60 ","99.60 "
"PTC","PAKISTAN TELECOMMUNICATION COMPANY LTD","30,962,829.00"," 1,118,775,110.27 ","10,889,657.00"," 404,237,477.32 ","35.17 ","36.13 "
"PTL","PANTHER TYRES LIMITED","119,665.00"," 6,237,130.50 ","112,744.00"," 5,874,823.45 ","94.22 ","94.19 "
"QUET","QUETTA TEXTILE MILLS LIMITED","586.00"," 9,648.89 ","586.00"," 9,648.89 ","100.00 ","100.00 "
"QUICE","QUICE FOOD INDUSTRIES LIMITED","13,420,794.00"," 133,405,091.68 ","9,332,625.00"," 93,180,917.87 ","69.54 ","69.85 "
"REDCO","REDCO TEXTILES LIMITED","1,043.00"," 19,437.40 ","1,041.00"," 19,398.80 ","99.81 ","99.80 "
"REWM","RELIANCE WEAVING MILLS LIMITED","90.00"," 12,960.00 ","90.00"," 12,960.00 ","100.00 ","100.00 "
"RICL","RELIANCE INSURANCE COMPANY LIMITED","3,417.00"," 59,962.64 ","2,860.00"," 50,153.86 ","83.70 ","83.64 "
"RMPL","RAFHAN MAIZE PRODUCTS COMPANY LIMITED","99.00"," 957,171.35 ","85.00"," 823,270.84 ","85.86 ","86.01 "
"RPL","ROSHAN PACKAGES LIMITED","283,386.00"," 5,027,601.82 ","228,108.00"," 4,046,312.21 ","80.49 ","80.48 "
"RUBY","RUBY TEXTILE MILLS LIMITED","7,845.00"," 90,488.19 ","6,741.00"," 77,732.15 ","85.93 ","85.90 "
"RUPL","RUPALI POLYESTER LIMITED","15,894.00"," 618,829.22 ","15,835.00"," 616,730.00 ","99.63 ","99.66 "
"SAIF","SAIF TEXTILE MILLS LIMITED","2,378,721.00"," 59,460,450.05 ","2,378,721.00"," 59,460,450.05 ","100.00 ","100.00 "
"SAPT","SAPPHIRE TEXTILE MILLS LIMITED","1.00"," 1,363.00 ","1.00"," 1,363.00 ","100.00 ","100.00 "
"SARC","SARDAR CHEMICAL INDUSTRIES LIMITED","50,888.00"," 3,425,870.20 ","42,567.00"," 2,875,718.67 ","83.65 ","83.94 "
"SASML","SINDH ABADGARS SUGAR MILLS LIMITED","1,344.00"," 225,569.59 ","1,243.00"," 207,581.59 ","92.49 ","92.03 "
"SAZEW","SAZGAR ENGINEERING WORKS LIMITED","33,061.00"," 60,085,870.14 ","24,474.00"," 44,664,242.49 ","74.03 ","74.33 "
"SBL","SAMBA BANK LIMITED","1,658,755.00"," 21,533,602.95 ","1,403,447.00"," 18,222,089.44 ","84.61 ","84.62 "
"SCBPL","STANDARD CHARTERED BANK (PAKISTAN) LTD.","16,400.00"," 1,120,153.89 ","14,659.00"," 1,001,632.24 ","89.38 ","89.42 "
"SCL","SHIELD CORPORATION LIMITED","672.00"," 250,130.03 ","528.00"," 196,819.80 ","78.57 ","78.69 "
"SEARL","THE SEARLE COMPANY LIMITED","11,527,615.00"," 1,294,852,137.68 ","5,673,695.00"," 656,769,153.31 ","49.22 ","50.72 "
"SEL","SITARA ENERGY LIMITED","38,942.00"," 632,597.02 ","37,109.00"," 603,255.46 ","95.29 ","95.36 "
"SEPL","SECURITY PAPERS LIMITED","52,491.00"," 8,907,085.46 ","45,772.00"," 7,764,833.67 ","87.20 ","87.18 "
"SERT","SERVICE INDUSTRIES TEXTILES LIMITED","523,559.00"," 27,403,512.85 ","194,350.00"," 10,016,219.88 ","37.12 ","36.55 "
"SFL","SAPPHIRE FIBRES LIMITED","136.00"," 183,699.28 ","125.00"," 169,173.48 ","91.91 ","92.09 "
"SGF","SERVICE GLOBAL FOOTWEAR LIMITED","637,065.00"," 57,781,278.86 ","375,507.00"," 34,125,677.81 ","58.94 ","59.06 "
"SGPL","S.G. POWER LIMITED","37,268.00"," 449,745.15 ","24,858.00"," 298,830.65 ","66.70 ","66.44 "
"SHCM","SHADMAN COTTON MILLS LIMITED","9,870.00"," 521,636.24 ","9,438.00"," 500,153.50 ","95.62 ","95.88 "
"SHDT","SHADAB TEXTILE MILLS LIMITED","210,786.00"," 12,684,309.78 ","163,971.00"," 9,903,958.88 ","77.79 ","78.08 "
"SHEZ","SHEZAN INTERNATIONAL LIMITED","1,988.00"," 518,172.30 ","1,988.00"," 518,172.30 ","100.00 ","100.00 "
"SHFA","SHIFA INTERNATIONAL HOSPITALS LTD.","10,301.00"," 5,441,784.66 ","8,380.00"," 4,429,454.25 ","81.35 ","81.40 "
"SHJS","SHAHTAJ SUGAR MILLS LIMITED","36.00"," 5,532.11 ","36.00"," 5,532.11 ","100.00 ","100.00 "
"SHNI","SHAHEEN INSURANCE COMPANY LIMITED","543,159.00"," 6,041,579.56 ","341,063.00"," 3,741,886.64 ","62.79 ","61.94 "
"SHSML","SHAHMURAD SUGAR MILLS LIMITED","27.00"," 12,557.18 ","26.00"," 12,107.17 ","96.30 ","96.42 "
"SIBL","SECURITY INVESTMENT BANK LIMITED","837.00"," 7,741.49 ","837.00"," 7,741.49 ","100.00 ","100.00 "
"SIEM","SIEMENS PAKISTAN COMPANY ENGINEERING LTD","8.00"," 12,515.01 ","6.00"," 9,355.01 ","75.00 ","74.75 "
"SINDM","SINDH MODARABA","8,781.00"," 151,963.71 ","8,482.00"," 146,988.35 ","96.59 ","96.73 "
"SITC","SITARA CHEMICAL INDUSTRIES LIMITED","11,449.00"," 10,032,593.27 ","11,396.00"," 9,986,849.23 ","99.54 ","99.54 "
"SKRS","SAKRAND SUGAR MILLS LIMITED","60,811.00"," 1,218,174.70 ","54,041.00"," 1,082,583.77 ","88.87 ","88.87 "
"SLGL","SECURE LOGISTICS-TRAX GROUP LIMITED","3,373,009.00"," 68,465,759.56 ","2,412,525.00"," 49,010,154.75 ","71.52 ","71.58 "
"SLYT","SALLY TEXTILE MILLS LIMITED","990.00"," 12,652.09 ","868.00"," 11,095.67 ","87.68 ","87.70 "
"SMCPL","SAFE MIX CONCRETE LIMITED","156,209.00"," 6,876,805.37 ","113,645.00"," 4,997,590.30 ","72.75 ","72.67 "
"SNAI","SANA INDUSTRIES LIMITED","43.00"," 1,215.16 ","42.00"," 1,185.28 ","97.67 ","97.54 "
"SNBL","SONERI BANK LIMITED","1,317,842.00"," 33,178,880.35 ","954,192.00"," 24,038,047.78 ","72.41 ","72.45 "
"SNGP","SUI NORTHERN GAS PIPELINES LIMITED","2,002,778.00"," 253,015,641.47 ","1,125,511.00"," 146,395,087.97 ","56.20 ","57.86 "
"SPEL","SPEL LIMITED","1,760,594.00"," 93,690,410.77 ","1,193,297.00"," 63,631,904.75 ","67.78 ","67.92 "
"SPL","SITARA PEROXIDE LIMITED","197,280.00"," 3,824,896.69 ","161,972.00"," 3,147,248.32 ","82.10 ","82.28 "
"SPWL","SAIF POWER LIMITED","3,257,571.00"," 34,105,155.38 ","1,855,021.00"," 19,565,437.32 ","56.94 ","57.37 "
"SRVI","SERVICE INDUSTRIES LIMITED","32,900.00"," 47,702,658.81 ","30,705.00"," 44,539,202.64 ","93.33 ","93.37 "
"SSGC","SUI SOUTHERN GAS COMPANY LIMITED","5,072,666.00"," 198,101,255.08 ","3,082,364.00"," 120,415,884.19 ","60.76 ","60.79 "
"SSML","SARITOW SPINNING MILLS LIMITED","50,842.00"," 859,076.87 ","49,842.00"," 842,286.87 ","98.03 ","98.05 "
"SSOM","S. S. OIL MILLS LIMITED","12,122.00"," 4,708,159.38 ","8,701.00"," 3,368,540.88 ","71.78 ","71.55 "
"STCL","SHABBIR TILES AND CERAMICS LIMITED","731,416.00"," 12,037,220.56 ","643,226.00"," 10,566,790.49 ","87.94 ","87.78 "
"STJT","SHAHTAJ TEXTILE LIMITED","7,434.00"," 740,627.91 ","7,433.00"," 740,528.91 ","99.99 ","99.99 "
"STL","SUPERNET TECHNOLOGIES LIMITED","20.00"," 31,514.11 ","18.00"," 28,349.12 ","90.00 ","89.96 "
"STML","SHAMS TEXTILE MILLS LIMITED","5.00"," 149.05 ","5.00"," 149.05 ","100.00 ","100.00 "
"STPL","SIDDIQSONS TIN PLATE LIMITED","1,158,345.00"," 9,364,185.05 ","789,339.00"," 6,374,851.94 ","68.14 ","68.08 "
"STYLERS","STYLERS INTERNATIONAL LIMITED","507.00"," 21,043.30 ","507.00"," 21,043.30 ","100.00 ","100.00 "
"SUHJ","SUHAIL JUTE MILLS LIMITED","25.00"," 2,379.00 ","25.00"," 2,379.00 ","100.00 ","100.00 "
"SURC","SURAJ COTTON MILLS LIMITED","6,563.00"," 792,550.98 ","6,508.00"," 785,949.88 ","99.16 ","99.17 "
"SUTM","SUNRAYS TEXTILE MILLS LIMITED","1,282.00"," 195,802.63 ","1,280.00"," 195,496.63 ","99.84 ","99.84 "
"SYM","SYMMETRY GROUP LIMITED","1,377,336.00"," 18,969,878.76 ","1,174,445.00"," 16,188,842.56 ","85.27 ","85.34 "
"SYS","SYSTEMS LIMITED","1,752,553.00"," 263,819,627.25 ","1,203,332.00"," 185,225,628.39 ","68.66 ","70.21 "
"SZTM","SHAHZAD TEXTILE MILLS LIMITED","1,422.00"," 82,152.59 ","1,414.00"," 81,664.18 ","99.44 ","99.41 "
"TATM","TATA TEXTILE MILLS LIMITED","737,122.00"," 126,111,479.92 ","359,662.00"," 61,807,735.39 ","48.79 ","49.01 "
"TBL","TREET BATTERY LIMITED","2,937,494.00"," 36,177,464.05 ","2,704,584.00"," 33,294,486.20 ","92.07 ","92.03 "
"TCORP","TARIQ CORPORATION LIMITED","15.00"," 264.90 ","15.00"," 264.90 ","100.00 ","100.00 "
"TCORPCPS","TARIQ CORPORATION LTD-CUM&CONV.PREF.SH.","1,961.00"," 15,243.98 ","1,311.00"," 9,427.49 ","66.85 ","61.84 "
"TELE","TELECARD LIMITED","53,810,644.00"," 626,257,188.78 ","18,825,132.00"," 224,563,841.84 ","34.98 ","35.86 "
"TGL","TARIQ GLASS INDUSTRIES LTD.","439,897.00"," 95,824,160.59 ","394,358.00"," 85,737,394.26 ","89.65 ","89.47 "
"THALL","THAL LIMITED","3,955.00"," 2,249,906.27 ","2,810.00"," 1,597,317.58 ","71.05 ","70.99 "
"THCCL","THATTA CEMENT COMPANY LIMITED","3,805,550.00"," 332,246,617.71 ","3,546,465.00"," 309,849,887.21 ","93.19 ","93.26 "
"TICL","THE THAL INDUSTRIES CORPORATION LIMITED","2,860.00"," 1,822,626.33 ","1,614.00"," 1,046,680.74 ","56.43 ","57.43 "
"TOMCL","THE ORGANIC MEAT COMPANY LIMITED","4,335,996.00"," 264,461,714.87 ","2,179,645.00"," 132,534,682.84 ","50.27 ","50.11 "
"TOWL","TOWELLERS LIMITED","3,773.00"," 588,610.18 ","3,758.00"," 586,257.78 ","99.60 ","99.60 "
"TPL","TPL CORP LIMITED","463,354.00"," 3,489,155.43 ","405,234.00"," 3,046,093.88 ","87.46 ","87.30 "
"TPLI","TPL INSURANCE LIMITED","683,333.00"," 15,010,379.92 ","478,271.00"," 10,522,537.90 ","69.99 ","70.10 "
"TPLL","TPL LIFE INSURANCE LIMITED","1,822.00"," 58,294.72 ","1,549.00"," 49,265.17 ","85.02 ","84.51 "
"TPLP","TPL PROPERTIES LIMITED","5,859,254.00"," 60,821,715.63 ","3,795,760.00"," 39,617,598.47 ","64.78 ","65.14 "
"TPLRF1","TPL REIT FUND I","89,819.00"," 1,125,512.01 ","89,669.00"," 1,123,533.51 ","99.83 ","99.82 "
"TPLT","TPL TRAKKER LIMITED","100,325.00"," 732,336.04 ","98,225.00"," 716,906.04 ","97.91 ","97.89 "
"TREET","TREET CORPORATION LIMITED","24,406,386.00"," 785,059,738.96 ","10,516,232.00"," 346,822,046.36 ","43.09 ","44.18 "
"TRG","TRG PAKISTAN LIMITED  -  CLASS - (A)","7,493,529.00"," 544,143,620.60 ","3,928,743.00"," 285,689,749.75 ","52.43 ","52.50 "
"TRIPF","TRI-PACK FILMS LIMITED","2,500.00"," 336,068.50 ","2,500.00"," 336,068.50 ","100.00 ","100.00 "
"TRSM","TRUST MODARABA","332,785.00"," 21,786,857.98 ","153,040.00"," 9,933,602.43 ","45.99 ","45.59 "
"TSBL","TRUST SECURITIES AND BROKERAGE LTD.","186,306.00"," 3,234,731.84 ","171,306.00"," 2,985,131.84 ","91.95 ","92.28 "
"TSMF","TRI-STAR MUTUAL FUND LIMITED","44,632.00"," 698,962.09 ","30,090.00"," 472,568.59 ","67.42 ","67.61 "
"TSML","TANDLIANWALA SUGAR MILLS LIMITED","21.00"," 5,260.94 ","21.00"," 5,260.94 ","100.00 ","100.00 "
"TSPL","TRI - STAR POWER LIMITED","29,856.00"," 409,764.63 ","18,759.00"," 258,238.75 ","62.83 ","63.02 "
"UBDL","UNITED BRANDS LIMITED","171,783.00"," 4,794,786.01 ","122,473.00"," 3,429,336.00 ","71.30 ","71.52 "
"UBL","UNITED BANK LIMITED","521,044.00"," 189,400,191.38 ","360,035.00"," 133,053,835.42 ","69.10 ","70.25 "
"UBLPETF","UBL PAK. ENTERPRISE EXCHANGE TRADED FUND","49,500.00"," 1,838,370.00 ","36,500.00"," 1,355,865.00 ","73.74 ","73.75 "
"UCAPM","UNICAP MODARABA","1,714,821.00"," 10,499,941.14 ","1,106,684.00"," 6,798,973.64 ","64.54 ","64.75 "
"UDLI","UDL INTERNATIONAL LIMITED","2,170,947.00"," 40,832,404.56 ","1,042,600.00"," 19,881,578.55 ","48.03 ","48.69 "
"786","786 INVESTMENT LIMITED","12,197.00"," 159,093.85 ","11,269.00"," 146,964.46 ","92.39 ","92.38 "
"AABS","AL-ABBAS SUGAR MILLS LIMITED","58.00"," 59,824.82 ","58.00"," 59,824.82 ","100.00 ","100.00 "
"AATM","ALI ASGHAR TEXTILE MILLS LIMITED","2,271.00"," 102,606.71 ","2,271.00"," 102,606.71 ","100.00 ","100.00 "
"ABL","ALLIED BANK LIMITED","95,300.00"," 18,035,182.94 ","62,431.00"," 11,813,580.86 ","65.51 ","65.50 "
"ABOT","ABBOTT LABORATORIES (PAKISTAN) LIMITED","3,040.00"," 3,570,542.09 ","2,735.00"," 3,213,069.45 ","89.97 ","89.99 "
"ACIETF","ALFALAH CONSUMER INDEX EXC. TRADED FUND","9,003.00"," 168,353.05 ","6,503.00"," 122,453.05 ","72.23 ","72.74 "
"ACPL","ATTOCK CEMENT PAKISTAN LIMITED","225,039.00"," 65,078,280.45 ","170,741.00"," 49,381,587.87 ","75.87 ","75.88 "
"ADAMS","ADAM SUGAR MILLS LIMITED","67.00"," 4,638.79 ","67.00"," 4,638.79 ","100.00 ","100.00 "
"ADMM","ARTISTIC DENIM MILLS LIMITED","11,268.00"," 532,717.30 ","10,314.00"," 487,915.95 ","91.53 ","91.59 "
"AGHA","AGHA STEEL INDUSTRIES LIMITED","1,587,125.00"," 13,233,483.87 ","1,386,527.00"," 11,560,990.67 ","87.36 ","87.36 "
"AGIC","ASKARI GENERAL INSURANCE COMPANY LTD","45,850.00"," 2,127,329.12 ","15,749.00"," 742,250.23 ","34.35 ","34.89 "
"AGIL","AGRIAUTO INDUSTRIES LIMITED","72,273.00"," 10,532,788.99 ","58,748.00"," 8,583,485.28 ","81.29 ","81.49 "
"AGL","AGRITECH LIMITED","110,033.00"," 8,023,463.95 ","87,538.00"," 6,384,918.65 ","79.56 ","79.58 "
"AGLNCPS","AGRITECH LTD,N.-V. RED&CON CL A PRF SHRS","110.00"," 4,284.60 ","110.00"," 4,284.60 ","100.00 ","100.00 "
"AGP","AGP LIMITED","279,246.00"," 54,765,184.97 ","231,467.00"," 45,412,817.64 ","82.89 ","82.92 "
"AGSML","ABDULLAH SHAH GHAZI SUGAR MILLS LIMITED","5,135,020.00"," 47,992,157.30 ","2,361,729.00"," 21,945,783.22 ","45.99 ","45.73 "
"AGTL","AL-GHAZI TRACTORS LIMITED","91,551.00"," 35,726,470.30 ","84,205.00"," 32,849,735.83 ","91.98 ","91.95 "
"AHCL","ARIF HABIB CORPORATION LIMITED","2,652,037.00"," 41,252,406.00 ","2,322,780.00"," 36,128,607.31 ","87.58 ","87.58 "
"AHL","ARIF HABIB LIMITED","84,292.00"," 8,704,710.86 ","78,485.00"," 8,087,474.98 ","93.11 ","92.91 "
"AHTM","AHMAD HASSAN TEXTILE MILLS LIMITED","9.00"," 893.50 ","9.00"," 893.50 ","100.00 ","100.00 "
"AICL","ADAMJEE INSURANCE COMPANY LIMITED","1,266,760.00"," 90,787,135.18 ","1,064,103.00"," 76,063,267.80 ","84.00 ","83.78 "
"AIRLINK","AIRLINK COMMUNICATION LIMITED","13,903,634.00"," 2,452,416,656.29 ","4,663,037.00"," 874,267,707.89 ","33.54 ","35.65 "
"AKBL","ASKARI BANK LIMITED","13,379,929.00"," 1,296,522,213.14 ","2,301,031.00"," 240,212,360.80 ","17.20 ","18.53 "
"AKDHL","AKD HOSPITALITY LIMITED","275.00"," 46,137.70 ","275.00"," 46,137.70 ","100.00 ","100.00 "
"AKDSL","AKD SECURITIES LIMITED","2,692,212.00"," 105,614,906.11 ","1,944,226.00"," 76,722,357.88 ","72.22 ","72.64 "
"AKGL","AL-KHAIR GADOON LIMITED","585.00"," 32,732.75 ","585.00"," 32,732.75 ","100.00 ","100.00 "
"ALAC","ASKARI LIFE ASSURANCE COMPANY LTD.","1,041,018.00"," 13,507,641.91 ","880,641.00"," 11,461,680.64 ","84.59 ","84.85 "
"ALIFE","ADAMJEE LIFE ASSURANCE COMPANY LIMITED","7,789.00"," 264,869.25 ","6,488.00"," 222,322.24 ","83.30 ","83.94 "
"ALNRS","AL-NOOR SUGAR MILLS LIMITED","1,087.00"," 107,557.63 ","1,087.00"," 107,557.63 ","100.00 ","100.00 "
"ALTN","ALTERN ENERGY LTD.","2,653,643.00"," 31,934,167.30 ","2,134,881.00"," 25,722,322.02 ","80.45 ","80.55 "
"AMBL","APNA MICROFINANCE BANK LIMITED","7,453.00"," 80,222.32 ","7,453.00"," 80,222.32 ","100.00 ","100.00 "
"AMTEX","AMTEX LIMITED","2,197,500.00"," 9,258,838.80 ","1,764,440.00"," 7,464,170.53 ","80.29 ","80.62 "
