"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"BAPL","BAWANY AIR PRODUCTS LIMITED","289,164.00"," 12,936,124.33 ","261,040.00"," 11,668,801.23 ","90.27 ","90.20 "
"BATA","BATA PAKISTAN LIMITED","1,407.00"," 2,037,750.23 ","1,224.00"," 1,770,883.92 ","86.99 ","86.90 "
"BBFL","BIG BIRD FOODS LIMITED","334,771.00"," 17,199,179.36 ","234,866.00"," 12,062,515.65 ","70.16 ","70.13 "
"BCL","BOLAN CASTINGS LIMITED","10,844.00"," 993,072.88 ","5,739.00"," 530,140.81 ","52.92 ","53.38 "
"BECO","BECO STEEL LIMITED","12,413,299.00"," 596,846,498.12 ","5,014,680.00"," 243,348,328.10 ","40.40 ","40.77 "
"BELA","BELA AUTOMOTIVES LIMITED","340.00"," 40,867.50 ","305.00"," 36,871.50 ","89.71 ","90.22 "
"BERG","BERGER PAINTS PAKISTAN LIMITED","40,345.00"," 4,430,285.48 ","33,380.00"," 3,666,146.40 ","82.74 ","82.75 "
"BFAGRO","BARKAT FRISIAN AGRO LIMITED","1,244,775.00"," 50,501,923.29 ","942,601.00"," 38,197,719.48 ","75.72 ","75.64 "
"BFBIO","BF BIOSCIENCES LIMITED","758,909.00"," 120,210,408.33 ","503,955.00"," 79,966,371.12 ","66.41 ","66.52 "
"BFMOD","B.F. MODARABA","321,560.00"," 5,660,125.26 ","168,736.00"," 2,983,515.84 ","52.47 ","52.71 "
"BGL","BALOCHISTAN GLASS LIMITED","407,702.00"," 6,079,880.75 ","377,768.00"," 5,634,876.67 ","92.66 ","92.68 "
"BHAT","BHANERO TEXTILE MILLS LIMITED","5.00"," 4,233.99 ","4.00"," 3,392.99 ","80.00 ","80.14 "
"BIFO","BIAFO INDUSTRIES LIMITED","15,034.00"," 2,508,878.63 ","13,613.00"," 2,271,421.63 ","90.55 ","90.54 "
"BILF","BILAL FIBRES LIMITED","57,957.00"," 2,211,510.23 ","45,798.00"," 1,757,408.79 ","79.02 ","79.47 "
"BIPL","BANKISLAMI PAKISTAN LIMITED","1,325,716.00"," 52,809,099.80 ","926,012.00"," 36,893,166.78 ","69.85 ","69.86 "
"BML","BANK MAKRAMAH LIMITED","17,284,416.00"," 134,956,246.22 ","11,005,131.00"," 86,021,752.68 ","63.67 ","63.74 "
"BNL","BUNNY`S LIMITED","1,036,249.00"," 127,754,514.09 ","774,566.00"," 95,558,278.14 ","74.75 ","74.80 "
"BNWM","BANNU WOOLLEN MILLS LIMITED","6,870.00"," 466,732.18 ","6,870.00"," 466,732.18 ","100.00 ","100.00 "
"BOK","THE BANK OF KHYBER","15,617.00"," 557,076.84 ","11,654.00"," 416,023.41 ","74.62 ","74.68 "
"BOP","THE BANK OF PUNJAB","107,838,890.00"," 3,666,078,419.36 ","39,815,811.00"," 1,443,747,622.28 ","36.92 ","39.38 "
"BPL","BURSHANE LPG (PAKISTAN) LIMITED","1,200.00"," 39,383.40 ","910.00"," 30,028.00 ","75.83 ","76.25 "
"BRRG","B.R.R. GUARDIAN LIMITED","434,509.00"," 19,188,736.06 ","427,241.00"," 18,863,530.08 ","98.33 ","98.31 "
"BTL","BLESSED TEXTILES LIMITED","1,089.00"," 347,440.42 ","779.00"," 252,452.73 ","71.53 ","72.66 "
"BUXL","BUXLY PAINTS LIMITED","4,486.00"," 709,016.87 ","4,384.00"," 693,172.63 ","97.73 ","97.77 "
"BWCL","BESTWAY CEMENT  LIMITED","16,795.00"," 10,461,481.83 ","14,734.00"," 9,179,865.07 ","87.73 ","87.75 "
"BWHL","BALUCHISTAN WHEELS LIMITED","98,416.00"," 17,826,074.60 ","82,956.00"," 15,019,123.14 ","84.29 ","84.25 "
"CASH","CALCORP LIMITED","1,349.00"," 84,564.66 ","889.00"," 56,936.56 ","65.90 ","67.33 "
"CCM","CRESCENT COTTON MILLS LIMITED","5,480.00"," 326,060.00 ","5,480.00"," 326,060.00 ","100.00 ","100.00 "
"CENI","CENTURY INSURANCE COMPANY LIMITED","3,683.00"," 191,024.43 ","3,683.00"," 191,024.43 ","100.00 ","100.00 "
"CEPB","CENTURY PAPER AND BOARD MILLS LIMITED","1,037,916.00"," 27,041,180.66 ","627,175.00"," 16,381,280.59 ","60.43 ","60.58 "
"CFL","CRESCENT FIBRES LIMITED","200.00"," 11,723.92 ","200.00"," 11,723.92 ","100.00 ","100.00 "
"CHAS","CHASHMA SUGAR MILLS LIMITED","6,392.00"," 419,059.93 ","6,300.00"," 412,928.13 ","98.56 ","98.54 "
"CHBL","CHENAB LIMITED","2,276,460.00"," 43,448,166.44 ","966,284.00"," 19,558,436.55 ","42.45 ","45.02 "
"CHCC","CHERAT CEMENT COMPANY LIMITED","243,695.00"," 82,938,710.74 ","167,815.00"," 57,326,035.06 ","68.86 ","69.12 "
"CJPL","CRESCENT JUTE PRODUCTS LIMITED","11,861.00"," 155,430.34 ","11,860.00"," 155,416.85 ","99.99 ","99.99 "
"CLCPS","CHENAB LTD-NON VOTING CUM. PREF. SHARES","160,567.00"," 638,059.03 ","158,544.00"," 630,147.63 ","98.74 ","98.76 "
"CLOV","CLOVER PAKISTAN LIMITED","72,372.00"," 3,029,015.72 ","57,050.00"," 2,389,627.19 ","78.83 ","78.89 "
"CLVL","CORDOBA LOGISTICS & VENTURES LIMITED","28,713.00"," 467,328.39 ","28,713.00"," 467,328.39 ","100.00 ","100.00 "
"CNERGY","CNERGYICO PK LIMITED","28,605,844.00"," 225,050,077.42 ","12,930,546.00"," 104,952,854.64 ","45.20 ","46.64 "
"COLG","COLGATE PALMOLIVE (PAKISTAN) LIMITED","17,075.00"," 21,405,762.51 ","10,656.00"," 13,593,573.89 ","62.41 ","63.50 "
"CPHL","CITI PHARMA LIMITED","1,183,376.00"," 104,371,385.40 ","911,113.00"," 81,247,142.92 ","76.99 ","77.84 "
"CPPL","CHERAT PACKAGING LIMITED","35,715.00"," 3,747,912.00 ","25,524.00"," 2,678,373.54 ","71.47 ","71.46 "
"CRTM","THE CRESCENT TEXTILE MILLS LIMITED","513,892.00"," 12,641,801.79 ","416,672.00"," 10,285,105.30 ","81.08 ","81.36 "
"CSAP","CRESCENT STEEL AND ALLIED PRODUCTS LTD.","128,091.00"," 12,755,886.13 ","114,052.00"," 11,364,302.26 ","89.04 ","89.09 "
"CSIL","CRESCENT STAR INSURANCE LIMITED","2,060,330.00"," 12,567,215.07 ","1,273,516.00"," 7,756,821.60 ","61.81 ","61.72 "
"CTM","COLONY TEXTILE MILLS LIMITED","2,466,112.00"," 15,333,850.72 ","1,324,812.00"," 8,228,653.93 ","53.72 ","53.66 "
"CWSM","CHAKWAL SPINNING MILLS LIMITED","231,965.00"," 6,893,567.54 ","122,992.00"," 3,659,339.42 ","53.02 ","53.08 "
"CYAN","CYAN LIMITED","916,339.00"," 37,197,832.52 ","459,180.00"," 18,496,287.21 ","50.11 ","49.72 "
"DAAG","DATA AGRO LIMITED","12,890.00"," 1,261,402.76 ","6,936.00"," 697,869.20 ","53.81 ","55.32 "
"DADX","DADEX ETERNIT LIMITED","2,591.00"," 161,013.85 ","2,591.00"," 161,013.85 ","100.00 ","100.00 "
"DBCI","DADABHOY CEMENT INDUSTRIES LIMITED","79,357.00"," 574,422.64 ","72,070.00"," 521,453.82 ","90.82 ","90.78 "
"DCL","DEWAN CEMENT LIMITED","4,323,537.00"," 61,376,796.33 ","2,658,337.00"," 37,861,966.15 ","61.49 ","61.69 "
"DCR","DOLMEN CITY REIT","950,944.00"," 30,364,492.90 ","886,771.00"," 28,312,063.58 ","93.25 ","93.24 "
"DEL","DAWOOD EQUITIES LIMITED","528,440.00"," 8,083,305.08 ","476,755.00"," 7,303,024.86 ","90.22 ","90.35 "
"DFML","DEWAN FAROOQUE MOTORS LIMITED","1,001,141.00"," 30,407,500.43 ","698,334.00"," 21,222,859.11 ","69.75 ","69.79 "
"DFSM","DEWAN FAROOQUE SPINNING MILLS LIMITED","516,297.00"," 3,094,083.39 ","384,677.00"," 2,310,110.37 ","74.51 ","74.66 "
"DGKC","D.G. KHAN CEMENT COMPANY LIMITED","5,047,555.00"," 1,190,015,935.64 ","2,581,917.00"," 627,683,819.63 ","51.15 ","52.75 "
"DHPL","DH PARTNERS LIMITED","178,546.00"," 7,739,679.64 ","148,192.00"," 6,437,077.84 ","83.00 ","83.17 "
"DIIL","DIAMOND INDUSTRIES LIMITED","4,526.00"," 307,522.73 ","4,464.00"," 303,802.73 ","98.63 ","98.79 "
"DINT","DIN TEXTILE MILLS LIMITED","1,151.00"," 85,313.37 ","1,151.00"," 85,313.37 ","100.00 ","100.00 "
"DLL","DAWOOD LAWRENCEPUR LIMITED","12,340.00"," 4,362,387.14 ","10,387.00"," 3,654,708.33 ","84.17 ","83.78 "
"DMC","D.M. CORPORATION LIMITED","879.00"," 248,469.91 ","492.00"," 145,554.53 ","55.97 ","58.58 "
"DMTM","DEWAN MUSHTAQ TEXTILE MILLS LIMITED","2,214.00"," 23,528.73 ","2,031.00"," 21,415.67 ","91.73 ","91.02 "
"DNCC","DANDOT CEMENT COMPANY LIMITED","187.00"," 2,985.72 ","187.00"," 2,985.72 ","100.00 ","100.00 "
"DOL","DESCON OXYCHEM LIMITED","146,330.00"," 5,081,684.99 ","133,972.00"," 4,652,463.99 ","91.55 ","91.55 "
"DSIL","D. S. INDUSTRIES LIMITED","444,465.00"," 5,619,691.26 ","352,469.00"," 4,449,579.29 ","79.30 ","79.18 "
"DSL","DOST STEELS LIMITED","1,634,272.00"," 16,272,192.03 ","1,616,440.00"," 16,102,479.56 ","98.91 ","98.96 "
"DWAE","DEWAN AUTOMOTIVE ENGINEERING LIMITED","1,715.00"," 44,020.73 ","1,435.00"," 36,679.08 ","83.67 ","83.32 "
"DWSM","DEWAN SUGAR MILLS LIMITED","358,789.00"," 2,696,318.68 ","335,900.00"," 2,524,595.40 ","93.62 ","93.63 "
"DWTM","DEWAN TEXTILE MILLS LIMITED","2,006.00"," 13,043.63 ","2,003.00"," 13,023.16 ","99.85 ","99.84 "
"DYNO","DYNEA PAKISTAN LIMITED","2,614.00"," 808,863.65 ","2,340.00"," 723,032.47 ","89.52 ","89.39 "
"ECOP","ECOPACK LIMITED","1,303,345.00"," 84,112,885.70 ","799,998.00"," 51,837,214.22 ","61.38 ","61.63 "
"EFERT","ENGRO FERTILIZERS LIMITED","963,478.00"," 205,973,153.04 ","775,700.00"," 167,508,739.24 ","80.51 ","81.33 "
"EFUG","EFU GENERAL INSURANCE LIMITED","7,737.00"," 969,630.87 ","6,977.00"," 876,390.85 ","90.18 ","90.38 "
"EFUL","EFU LIFE ASSURANCE LIMITED","3,548.00"," 548,868.20 ","3,538.00"," 547,330.60 ","99.72 ","99.72 "
"ELCM","ELAHI COTTON MILLS LIMITED","562.00"," 109,871.32 ","560.00"," 109,465.34 ","99.64 ","99.63 "
"ELSM","ELLCOT SPINNING MILLS LIMITED","10.00"," 1,112.12 ","10.00"," 1,112.12 ","100.00 ","100.00 "
"EMCO","EMCO INDUSTRIES LIMITED","443,158.00"," 32,371,179.07 ","338,361.00"," 24,778,027.98 ","76.35 ","76.54 "
"ENGROH","ENGRO HOLDINGS LIMITED","745,335.00"," 178,085,728.25 ","592,125.00"," 141,596,142.48 ","79.44 ","79.51 "
"EPCL","ENGRO POLYMER & CHEMICALS LIMITED","715,600.00"," 21,452,693.59 ","595,068.00"," 17,840,679.94 ","83.16 ","83.16 "
"EPCLPS","ENGRO POLYMER & CHEMICALS LTD - PREF.SH.","1,300.00"," 16,055.00 ","1,300.00"," 16,055.00 ","100.00 ","100.00 "
"EPQL","ENGRO POWERGEN QADIRPUR LIMITED","182,409.00"," 5,468,265.81 ","181,909.00"," 5,453,265.81 ","99.73 ","99.73 "
"ESBL","ESCORTS INVESTMENT BANK LIMITED","240,741.00"," 2,399,517.57 ","210,742.00"," 2,109,207.79 ","87.54 ","87.90 "
"EXIDE","EXIDE PAKISTAN LIMITED","6,980.00"," 4,395,304.36 ","5,960.00"," 3,768,717.23 ","85.39 ","85.74 "
"FABL","FAYSAL BANK LIMITED","2,871,934.00"," 251,266,597.12 ","1,633,441.00"," 148,260,431.08 ","56.88 ","59.01 "
"FANM","FIRST AL-NOOR MODARABA","122,617.00"," 939,078.58 ","96,754.00"," 738,804.53 ","78.91 ","78.67 "
"FASM","FAISAL SPINNING MILLS LIMITED","103.00"," 31,932.47 ","103.00"," 31,932.47 ","100.00 ","100.00 "
"FATIMA","FATIMA FERTILIZER COMPANY LIMITED","1,229,269.00"," 172,329,488.39 ","784,218.00"," 112,530,427.22 ","63.80 ","65.30 "
"FCCL","FAUJI CEMENT COMPANY LIMITED","7,408,134.00"," 421,432,131.75 ","3,707,736.00"," 214,242,801.71 ","50.05 ","50.84 "
"FCEL","FIRST CAPITAL EQUITIES LIMITED","297,798.00"," 1,727,383.54 ","259,473.00"," 1,508,894.76 ","87.13 ","87.35 "
"FCEPL","FRIESLANDCAMPINA ENGRO PAKISTAN LIMITED","1,694,611.00"," 140,849,312.09 ","1,489,965.00"," 123,816,131.79 ","87.92 ","87.91 "
"FCIBL","FIRST CREDIT AND INVESTMENT BANK LIMITED","17,340.00"," 276,671.00 ","14,600.00"," 236,440.00 ","84.20 ","85.46 "
"FCL","FAST CABLES LIMITED","767,002.00"," 17,737,667.93 ","645,803.00"," 14,942,353.95 ","84.20 ","84.24 "
"FCSC","FIRST CAPITAL SECURITIES CORPORATION LTD","12,070,367.00"," 80,584,264.49 ","6,501,041.00"," 43,337,643.24 ","53.86 ","53.78 "
"FDPL","FIRST DAWOOD PROPERTIES LIMITED","9,659,794.00"," 81,943,482.71 ","4,928,967.00"," 42,489,549.14 ","51.03 ","51.85 "
"FECM","FIRST ELITE CAPITAL MODARABA","28,027.00"," 1,072,822.01 ","24,803.00"," 957,140.38 ","88.50 ","89.22 "
"FECTC","FECTO CEMENT LIMITED","39,596.00"," 4,146,038.69 ","26,766.00"," 2,802,668.10 ","67.60 ","67.60 "
"FEM","FIRST EQUITY MODARABA","17,449.00"," 190,196.55 ","15,649.00"," 170,313.55 ","89.68 ","89.55 "
"FEROZ","FEROZSONS LABORATORIES LIMITED","27,271.00"," 11,452,810.66 ","26,185.00"," 10,997,058.59 ","96.02 ","96.02 "
"FFC","FAUJI FERTILIZER COMPANY LIMITED","1,210,194.00"," 560,725,191.41 ","804,362.00"," 374,969,788.64 ","66.47 ","66.87 "
"FFL","FAUJI FOODS LIMITED","5,466,715.00"," 113,859,597.01 ","3,756,361.00"," 78,284,143.97 ","68.71 ","68.75 "
"FFLM","FIRST FIDELITY LEASING MODARABA","47,663.00"," 333,894.21 ","25,829.00"," 178,400.00 ","54.19 ","53.43 "
"FHAM","FIRST HABIB MODARABA","24,173.00"," 781,758.87 ","16,728.00"," 549,052.99 ","69.20 ","70.23 "
"FIBLM","FIRST IBL MODARABA","104,076.00"," 1,083,324.47 ","68,886.00"," 719,809.89 ","66.19 ","66.44 "
"FIL","FATEH INDUSTRIES LIMITED","22.00"," 3,873.21 ","22.00"," 3,873.21 ","100.00 ","100.00 "
"FIMM","FIRST IMROOZ MODARABA","18.00"," 5,350.99 ","17.00"," 5,056.99 ","94.44 ","94.51 "
"FLYNG","FLYING CEMENT COMPANY LIMITED","362,243.00"," 16,299,971.26 ","166,831.00"," 7,447,265.90 ","46.05 ","45.69 "
"FML","FEROZE1888 MILLS LIMITED","2,227.00"," 159,903.56 ","2,187.00"," 157,039.56 ","98.20 ","98.21 "
"FNEL","FIRST NATIONAL EQUITIES LIMITED","22,215,523.00"," 275,122,876.22 ","10,266,740.00"," 128,062,596.55 ","46.21 ","46.55 "
"FPJM","FIRST PUNJAB MODARABA","223,897.00"," 1,433,706.25 ","219,542.00"," 1,406,327.45 ","98.05 ","98.09 "
"FPRM","FIRST PARAMOUNT MODARABA","43,144.00"," 593,108.86 ","38,904.00"," 536,394.26 ","90.17 ","90.44 "
"FRCL","FRONTIER CERAMICS LIMITED","145,409.00"," 9,283,407.81 ","85,123.00"," 5,480,901.28 ","58.54 ","59.04 "
"FRSM","FARAN SUGAR MILLS LIMITED","25,215.00"," 1,388,465.22 ","20,374.00"," 1,126,849.93 ","80.80 ","81.16 "
"FSWL","FATEH SPORTS WEAR LIMITED","2,214.00"," 276,411.92 ","2,162.00"," 270,301.72 ","97.65 ","97.79 "
"FTMM","FIRST TREET MANUFACTURING MODARABA","1,789.00"," 32,738.58 ","1,788.00"," 32,720.19 ","99.94 ","99.94 "
"FTSM","FIRST TRI-STAR MODARABA","8,241.00"," 118,539.18 ","7,077.00"," 101,618.83 ","85.88 ","85.73 "
"FZCM","FAZAL CLOTH MILLS LIMITED","1,160.00"," 290,303.36 ","1,160.00"," 290,303.36 ","100.00 ","100.00 "
"GADT","GADOON TEXTILE MILLS LIMITED","15,133.00"," 5,238,673.78 ","12,615.00"," 4,371,338.28 ","83.36 ","83.44 "
"GAL","GHANDHARA AUTOMOBILES LIMITED","131,152.00"," 74,387,667.65 ","105,672.00"," 60,109,792.69 ","80.57 ","80.81 "
"GAMON","GAMMON PAKISTAN LIMITED","14,948.00"," 391,930.82 ","13,900.00"," 364,139.41 ","92.99 ","92.91 "
"GATI","GATRON (INDUSTRIES) LIMITED","52,419.00"," 5,869,981.16 ","33,320.00"," 3,735,558.55 ","63.56 ","63.64 "
"GATM","GUL AHMED TEXTILE MILLS LIMITED","97,723.00"," 3,522,395.71 ","83,509.00"," 3,007,621.54 ","85.45 ","85.39 "
"GCIL","GHANI CHEMICAL INDUSTRIES LIMITED","2,623,569.00"," 81,774,838.92 ","1,895,597.00"," 59,088,038.56 ","72.25 ","72.26 "
"GCWL","GHANI CHEMWORLD LIMITED","3,669,718.00"," 70,810,565.25 ","2,671,732.00"," 51,630,641.16 ","72.80 ","72.91 "
"GEMBLUEX","BLUE-EX LIMITED","1,100.00"," 78,015.50 ","1,000.00"," 71,659.50 ","90.91 ","91.85 "
