"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"HAFL","HAFIZ LIMITED","13.00"," 4,138.03 ","12.00"," 3,853.02 ","92.31 ","93.11 "
"HALEON","HALEON PAKISTAN LIMITED","32,538.00"," 27,968,502.33 ","28,063.00"," 24,122,301.90 ","86.25 ","86.25 "
"HASCOL","HASCOL PETROLEUM LIMITED","120,640,564.00"," 2,056,754,526.60 ","53,341,106.00"," 913,659,838.63 ","44.21 ","44.42 "
"HBL","HABIB BANK LIMITED","2,859,514.00"," 830,246,485.17 ","1,443,061.00"," 437,794,943.64 ","50.47 ","52.73 "
"HBLTETF","HBL TOTAL TREASURY EXCHANGE TRADED FUND","80,100.00"," 8,506,611.00 ","80,100.00"," 8,506,611.00 ","100.00 ","100.00 "
"HCAR","HONDA  ATLAS CARS (PAKISTAN) LIMITED","162,043.00"," 46,523,961.38 ","139,367.00"," 40,010,246.81 ","86.01 ","86.00 "
"HGFA","HBL GROWTH FUND-CLASS A","148,288.00"," 2,675,186.89 ","146,232.00"," 2,638,685.83 ","98.61 ","98.64 "
"HICL","HABIB INSURANCE COMPANY LIMITED","35,067.00"," 449,815.00 ","34,064.00"," 437,235.92 ","97.14 ","97.20 "
"HIFA","HBL INVESTMENT FUND-CLASS A","270,391.00"," 1,742,264.38 ","235,995.00"," 1,519,693.76 ","87.28 ","87.23 "
"HINO","HINOPAK MOTORS LIMITED","10,647.00"," 5,325,157.81 ","9,584.00"," 4,790,314.55 ","90.02 ","89.96 "
"HINOON","HIGHNOON LABORATORIES LIMITED","85,026.00"," 96,435,369.19 ","83,093.00"," 94,261,076.77 ","97.73 ","97.75 "
"HIRAT","HIRA TEXTILE MILLS LIMITED","465,932.00"," 2,387,177.48 ","277,896.00"," 1,423,988.22 ","59.64 ","59.65 "
"HMB","HABIB METROPOLITAN BANK LIMITED","90,514.00"," 10,749,181.57 ","71,467.00"," 8,503,595.54 ","78.96 ","79.11 "
"HPL","HOECHST PAKISTAN LIMITED","193.00"," 831,460.95 ","151.00"," 651,156.31 ","78.24 ","78.31 "
"HRPL","HABIB RICE PRODUCTS LIMITED","3,693.00"," 99,731.33 ","3,693.00"," 99,731.33 ","100.00 ","100.00 "
"HTL","HI-TECH LUBRICANTS LIMITED","810,238.00"," 45,193,038.22 ","389,479.00"," 21,852,100.87 ","48.07 ","48.35 "
"HUBC","THE HUB POWER COMPANY LIMITED","10,650,359.00"," 2,290,650,840.69 ","5,485,308.00"," 1,212,063,987.55 ","51.50 ","52.91 "
"HUMNL","HUM NETWORK LIMITED","1,429,959.00"," 18,854,059.33 ","898,884.00"," 12,213,233.28 ","62.86 ","64.78 "
"HUSI","HUSEIN INDUSTRIES LIMITED","2.00"," 56.00 ","2.00"," 56.00 ","100.00 ","100.00 "
"HWQS","HASEEB WAQAS SUGAR MILLS LIMITED","36,434.00"," 613,981.44 ","23,850.00"," 402,230.97 ","65.46 ","65.51 "
"IBFL","IBRAHIM FIBRES LIMITED","1,062.00"," 307,244.32 ","1,052.00"," 304,444.32 ","99.06 ","99.09 "
"IBLHL","IBL HEALTHCARE LIMITED","94,991.00"," 4,475,604.01 ","87,944.00"," 4,142,955.90 ","92.58 ","92.57 "
"ICCI","ICC INDUSTRIES LIMITED","86,648.00"," 1,411,918.43 ","74,106.00"," 1,208,841.04 ","85.53 ","85.62 "
"ICIBL","INVEST CAPITAL INVESTMENT BANK LIMITED","1,465,210.00"," 8,293,961.25 ","944,331.00"," 5,368,748.19 ","64.45 ","64.73 "
"ICL","ITTEHAD CHEMICALS LIMITED","346,469.00"," 47,946,058.25 ","303,791.00"," 41,997,663.27 ","87.68 ","87.59 "
"IDRT","IDREES TEXTILE MILLS LIMITED","700.00"," 15,367.75 ","698.00"," 15,323.25 ","99.71 ","99.71 "
"IDSM","IDEAL SPINNING MILLS LIMITED","34,635.00"," 821,502.62 ","29,977.00"," 711,059.14 ","86.55 ","86.56 "
"IDYM","INDUS DYEING AND MANUFACTURING CO. LTD.","7,100.00"," 1,133,411.40 ","6,575.00"," 1,050,459.90 ","92.61 ","92.68 "
"IGIHL","IGI HOLDINGS LIMITED","544,047.00"," 168,777,222.63 ","278,790.00"," 87,202,461.17 ","51.24 ","51.67 "
"IGIL","IGI LIFE INSURANCE LIMITED","7,898.00"," 155,512.94 ","5,848.00"," 115,636.44 ","74.04 ","74.36 "
"ILP","INTERLOOP LIMITED","751,167.00"," 58,280,412.04 ","383,958.00"," 31,340,022.95 ","51.11 ","53.77 "
"IMAGE","IMAGE PAKISTAN LIMITED","1,733,123.00"," 42,422,525.57 ","1,186,114.00"," 29,051,682.62 ","68.44 ","68.48 "
"IML","IMPERIAL LIMITED","84,190.00"," 2,029,530.90 ","71,122.00"," 1,710,834.30 ","84.48 ","84.30 "
"IMS","INTERMARKET SECURITIES LIMITED","1,640,599.00"," 23,739,467.53 ","1,640,599.00"," 23,739,467.53 ","100.00 ","100.00 "
"INDU","INDUS MOTOR COMPANY LIMITED","15,882.00"," 33,054,618.86 ","15,131.00"," 31,488,106.03 ","95.27 ","95.26 "
"INIL","INTERNATIONAL INDUSTRIES LIMITED","134,856.00"," 25,827,733.89 ","84,391.00"," 16,659,753.78 ","62.58 ","64.50 "
"INKL","INTERNATIONAL KNITWEAR LIMITED","336,190.00"," 24,062,422.05 ","68,825.00"," 5,127,407.36 ","20.47 ","21.31 "
"IPAK","INTERNATIONAL PACKAGING FILMS LIMITED","293,969.00"," 7,284,395.91 ","267,060.00"," 6,615,558.93 ","90.85 ","90.82 "
"IREIT","IMAGE REIT","550,546.00"," 5,561,821.59 ","512,916.00"," 5,182,630.69 ","93.16 ","93.18 "
"ISIL","ISMAIL INDUSTRIES LIMITED","12.00"," 23,651.04 ","9.00"," 17,686.04 ","75.00 ","74.78 "
"ISL","INTERNATIONAL STEELS LIMITED","195,034.00"," 19,155,975.22 ","153,572.00"," 15,257,970.05 ","78.74 ","79.65 "
"ITTEFAQ","ITTEFAQ IRON INDUSTRIES LIMITED","91,511.00"," 844,865.57 ","83,308.00"," 770,042.95 ","91.04 ","91.14 "
"JATM","J. A. TEXTILE MILLS LIMITED","2,053.00"," 44,460.10 ","2,033.00"," 44,020.10 ","99.03 ","99.01 "
"JDMT","JANANA DE MALUCHO TEXTILE MILLS LIMITED","46,199.00"," 5,163,396.60 ","41,810.00"," 4,677,936.55 ","90.50 ","90.60 "
"JDWS","JDW SUGAR MILLS LIMITED","1,190.00"," 975,002.34 ","1,091.00"," 894,915.30 ","91.68 ","91.79 "
"JGICL","JUBILEE GENERAL INSURANCE COMPANY LTD.","470,882.00"," 39,062,377.94 ","420,870.00"," 34,958,899.32 ","89.38 ","89.50 "
"JKSM","J.K. SPINNING MILLS LIMITED","25.00"," 4,552.21 ","24.00"," 4,382.10 ","96.00 ","96.26 "
"JLICL","JUBILEE LIFE INSURANCE COMPANY LIMITED","311.00"," 52,265.64 ","311.00"," 52,265.64 ","100.00 ","100.00 "
"JSBL","JS BANK LIMITED","86,675.00"," 1,788,164.71 ","72,960.00"," 1,506,490.35 ","84.18 ","84.25 "
"JSCL","JAHANGIR SIDDIQUI AND CO. LTD","181,572.00"," 4,615,859.73 ","116,468.00"," 2,970,489.06 ","64.14 ","64.35 "
"JSCLPSA","JAHANGIR SIDDIQUI & CO.LTD-PREF.SHARES","248,657.00"," 2,812,310.67 ","248,657.00"," 2,812,310.67 ","100.00 ","100.00 "
"JSGBETF","JS GLOBAL BANKING SECTOR ETF","88,500.00"," 3,869,420.00 ","59,500.00"," 2,635,215.00 ","67.23 ","68.10 "
"JSGCL","JS GLOBAL CAPITAL  LIMITED","342.00"," 54,720.00 ","342.00"," 54,720.00 ","100.00 ","100.00 "
"JSIL","JS INVESTMENTS LIMITED","1,726.00"," 74,645.50 ","1,526.00"," 65,667.50 ","88.41 ","87.97 "
"JSMFETF","JS MOMENTUM FACTOR EXCHANGE TRADED FUND","522,515.00"," 6,436,754.70 ","480,015.00"," 5,910,654.70 ","91.87 ","91.83 "
"JSML","JAUHARABAD SUGAR MILLS LIMITED","216,982.00"," 12,744,905.76 ","196,092.00"," 11,514,457.61 ","90.37 ","90.35 "
"JUBS","JUBILEE SPINNING & WEAVING MILLS LIMITED","9,545.00"," 212,652.50 ","7,790.00"," 173,922.50 ","81.61 ","81.79 "
"JVDC","JAVEDAN CORPORATION LIMITED","102,075.00"," 7,375,377.11 ","83,149.00"," 6,016,236.26 ","81.46 ","81.57 "
"KAPCO","KOT ADDU POWER COMPANY LIMITED","7,799,732.00"," 241,119,421.98 ","4,097,552.00"," 127,401,093.98 ","52.53 ","52.84 "
"KCL","KARAM CERAMICS LIMITED","5.00"," 883.00 ","3.00"," 525.00 ","60.00 ","59.46 "
"KEL","K-ELECTRIC LIMITED","35,743,677.00"," 189,013,695.69 ","25,359,726.00"," 136,553,438.02 ","70.95 ","72.25 "
"KHTC","KHYBER TOBACCO COMPANY LIMITED","11,239.00"," 4,324,990.95 ","7,360.00"," 2,836,240.13 ","65.49 ","65.58 "
"KHYT","KHYBER TEXTILE MILLS LIMITED","14.00"," 24,328.00 ","14.00"," 24,328.00 ","100.00 ","100.00 "
"KML","KOHINOOR MILLS LIMITED","215,450.00"," 2,589,125.16 ","173,855.00"," 2,092,018.87 ","80.69 ","80.80 "
"KOHC","KOHAT CEMENT COMPANY LIMITED","1,271,874.00"," 123,139,822.74 ","181,725.00"," 18,263,243.57 ","14.29 ","14.83 "
"KOHE","KOHINOOR ENERGY LIMITED","172,243.00"," 3,093,347.60 ","168,116.00"," 3,019,316.82 ","97.60 ","97.61 "
"KOHP","KOHINOOR POWER COMPANY LIMITED","258,198.00"," 11,663,754.06 ","134,489.00"," 6,087,674.40 ","52.09 ","52.19 "
"KOHTM","KOHAT TEXTILE MILLS LIMITED","69,834.00"," 4,123,673.90 ","56,348.00"," 3,338,480.43 ","80.69 ","80.96 "
"KOIL","KOHINOOR INDUSTRIES LIMITED","1,013,060.00"," 49,135,232.61 ","581,796.00"," 28,680,060.30 ","57.43 ","58.37 "
"KOSM","KOHINOOR SPINNING MILLS LIMITED","5,581,467.00"," 37,019,744.21 ","3,761,562.00"," 24,992,557.63 ","67.39 ","67.51 "
"KPUS","KHAIRPUR SUGAR MILLS LIMITED","752.00"," 90,862.09 ","635.00"," 77,383.09 ","84.44 ","85.17 "
"KSBP","KSB PUMPS COMPANY LIMITED","86,645.00"," 17,274,497.05 ","56,283.00"," 11,250,803.74 ","64.96 ","65.13 "
"KSTM","KHALID SIRAJ TEXTILE MILLS LIMITED","8,600.00"," 85,634.00 ","8,600.00"," 85,634.00 ","100.00 ","100.00 "
"KTML","KOHINOOR TEXTILE MILLS LIMITED","58,583.00"," 3,238,356.79 ","47,281.00"," 2,610,958.20 ","80.71 ","80.63 "
"LCI","LUCKY CORE INDUSTRIES LIMITED","80,946.00"," 24,896,913.84 ","66,223.00"," 20,379,849.18 ","81.81 ","81.86 "
"LEUL","LEATHER UP LIMITED","950.00"," 41,864.13 ","950.00"," 41,864.13 ","100.00 ","100.00 "
"LIVEN","LIVEN PHARMA LIMITED","310,200.00"," 4,256,119.66 ","295,697.00"," 3,417,916.21 ","95.32 ","80.31 "
"LOADS","LOADS LIMITED","3,067,039.00"," 56,201,883.33 ","1,970,604.00"," 36,181,147.24 ","64.25 ","64.38 "
"LOTCHEM","LOTTE CHEMICAL PAKISTAN LIMITED","920,810.00"," 24,435,171.10 ","801,350.00"," 21,318,378.83 ","87.03 ","87.24 "
"LPGL","LEINER PAK GELATINE LIMITED","3,983.00"," 375,402.89 ","3,954.00"," 372,670.01 ","99.27 ","99.27 "
"LPL","LALPIR POWER LIMITED","231,554.00"," 6,146,506.92 ","185,710.00"," 4,921,653.74 ","80.20 ","80.07 "
"LSECL","LSE CAPITAL LIMITED","1,058,682.00"," 8,247,030.51 ","1,005,709.00"," 7,834,747.85 ","95.00 ","95.00 "
"LSEFSL","LSE FINANCIAL SERVICES LIMITED","44,041.00"," 1,282,617.80 ","43,048.00"," 1,255,814.92 ","97.75 ","97.91 "
"LSEVL","LSE VENTURES LIMITED","1,004,825.00"," 6,253,759.83 ","739,038.00"," 4,588,662.54 ","73.55 ","73.37 "
"LUCK","LUCKY CEMENT LIMITED","753,661.00"," 343,872,927.10 ","477,562.00"," 220,438,830.91 ","63.37 ","64.10 "
"MACFL","MACPAC FILMS LIMITED","156,507.00"," 3,700,864.06 ","146,949.00"," 3,476,664.05 ","93.89 ","93.94 "
"MACTER","MACTER INTERNATIONAL LIMITED","28,968.00"," 10,224,559.14 ","20,171.00"," 7,126,710.74 ","69.63 ","69.70 "
"MARI","MARI ENERGIES LIMITED","1,117,760.00"," 776,674,853.38 ","565,236.00"," 406,757,579.67 ","50.57 ","52.37 "
"MCB","MCB BANK LIMITED","268,709.00"," 91,674,406.41 ","163,711.00"," 57,558,540.04 ","60.93 ","62.79 "
"MCBIM","MCB INVESTMENT MANAGEMENT LIMITED","651.00"," 140,390.12 ","651.00"," 140,390.12 ","100.00 ","100.00 "
"MDTL","MEDIA TIMES LIMITED","2,118,489.00"," 10,697,263.85 ","1,622,284.00"," 8,190,622.62 ","76.58 ","76.57 "
"MEBL","MEEZAN BANK LIMITED","1,146,247.00"," 507,297,527.99 ","853,756.00"," 381,738,489.65 ","74.48 ","75.25 "
"MEHT","MAHMOOD TEXTILE MILLS LIMITED","102.00"," 28,853.68 ","100.00"," 28,273.70 ","98.04 ","97.99 "
"MERIT","MERIT PACKAGING LIMITED","179,226.00"," 2,239,208.28 ","164,773.00"," 2,059,657.16 ","91.94 ","91.98 "
"MFFL","MITCHELLS FRUIT FARMS LIMITED","18,295.00"," 3,681,857.23 ","16,982.00"," 3,416,844.18 ","92.82 ","92.80 "
"MFL","MATCO FOODS LIMITED","1,668,711.00"," 75,325,474.85 ","903,181.00"," 40,749,004.21 ","54.12 ","54.10 "
"MIIETF","MAHAANA ISLAMIC INDEX ETF","360,128.00"," 5,989,603.00 ","322,128.00"," 5,359,573.00 ","89.45 ","89.48 "
"MIRKS","MIRPURKHAS SUGAR MILLS LIMITED","53,792.00"," 2,053,130.77 ","46,756.00"," 1,785,555.43 ","86.92 ","86.97 "
"MLCF","MAPLE LEAF CEMENT FACTORY LIMITED","2,528,492.00"," 239,272,730.28 ","1,251,338.00"," 121,982,878.58 ","49.49 ","50.98 "
"MQTM","MAQBOOL TEXTILE MILLS LIMITED","264.00"," 8,057.70 ","252.00"," 7,692.50 ","95.45 ","95.47 "
"MRNS","MEHRAN SUGAR MILLS LIMITED","5,075.00"," 378,581.70 ","5,075.00"," 378,581.70 ","100.00 ","100.00 "
"MSCL","METROPOLITAN STEEL CORPORATION LIMITED","11,350.00"," 153,598.63 ","11,249.00"," 152,227.03 ","99.11 ","99.11 "
"MSOT","MASOOD TEXTILE MILLS LIMITED","237.00"," 12,486.63 ","236.00"," 12,432.75 ","99.58 ","99.57 "
"MTL","MILLAT TRACTORS LIMITED","72,861.00"," 36,291,533.82 ","52,644.00"," 26,477,924.61 ","72.25 ","72.96 "
"MUGHAL","MUGHAL IRON & STEEL INDUSTRIES LIMITED","2,291,254.00"," 204,991,529.85 ","1,875,297.00"," 167,794,056.82 ","81.85 ","81.85 "
"MUGHALC","MUGHAL IRON AND STEEL IND. LTD.-CLASS C","23,549.00"," 1,132,283.70 ","23,546.00"," 1,132,139.25 ","99.99 ","99.99 "
"MUREB","MURREE BREWERY COMPANY LIMITED","2,472.00"," 2,686,748.42 ","1,965.00"," 2,138,970.56 ","79.49 ","79.61 "
"MWMP","MANDVIWALLA MAUSER PLASTIC IND. LTD","27,745.00"," 3,297,948.82 ","20,440.00"," 2,444,340.08 ","73.67 ","74.12 "
"MZNPETF","MEEZAN PAKISTAN EXCHANGE TRADED FUND","296,437.00"," 5,860,651.25 ","259,412.00"," 5,129,475.00 ","87.51 ","87.52 "
"NAGC","NAGINA COTTON MILLS LIMITED","6,898.00"," 439,219.40 ","4,998.00"," 319,695.40 ","72.46 ","72.79 "
"NATF","NATIONAL FOODS LIMITED","851,084.00"," 318,895,482.79 ","737,112.00"," 275,939,043.76 ","86.61 ","86.53 "
"NBP","NATIONAL BANK OF PAKISTAN","16,047,404.00"," 3,577,358,233.21 ","6,409,179.00"," 1,496,518,688.31 ","39.94 ","41.83 "
"NBPGETF","NBP PAKISTAN GROWTH EXCHANGE TRADED FUND","9,500.00"," 269,290.00 ","5,500.00"," 163,075.00 ","57.89 ","60.56 "
"NCL","NISHAT (CHUNIAN) LIMITED","105,192.00"," 4,689,751.53 ","64,276.00"," 2,875,003.80 ","61.10 ","61.30 "
"NCML","NAZIR COTTON MILLS LIMITED","5,503.00"," 76,237.10 ","3,500.00"," 48,800.00 ","63.60 ","64.01 "
"NCPL","NISHAT CHUNIAN POWER LIMITED","452,998.00"," 11,727,951.66 ","421,388.00"," 10,908,652.96 ","93.02 ","93.01 "
"NESTLE","NESTLE PAKISTAN LIMITED","157.00"," 1,265,370.01 ","147.00"," 1,184,589.14 ","93.63 ","93.62 "
"NETSOL","NETSOL TECHNOLOGIES LIMITED","1,357,612.00"," 181,164,994.91 ","886,137.00"," 118,282,610.41 ","65.27 ","65.29 "
"NEXT","NEXT CAPITAL LIMITED","10,330.00"," 113,708.47 ","10,221.00"," 112,501.13 ","98.94 ","98.94 "
"NICL","NIMIR INDUSTRIAL CHEMICALS LIMITED","22,448.00"," 4,586,114.71 ","18,536.00"," 3,788,108.92 ","82.57 ","82.60 "
"NITGETF","NIT PAK. GATEWAY EXCHANGE TRADED FUND","95,000.00"," 3,258,700.00 ","82,500.00"," 2,827,800.00 ","86.84 ","86.78 "
"NML","NISHAT MILLS LIMITED","4,634,516.00"," 672,713,082.16 ","1,706,224.00"," 266,638,181.54 ","36.82 ","39.64 "
"NONS","NOON SUGAR MILLS LIMITED","100.00"," 8,358.00 ","100.00"," 8,358.00 ","100.00 ","100.00 "
"NPL","NISHAT POWER LIMITED","77,776.00"," 2,655,284.58 ","50,008.00"," 1,706,920.82 ","64.30 ","64.28 "
"NRL","NATIONAL REFINERY LIMITED","2,458,650.00"," 900,841,497.54 ","1,065,859.00"," 390,492,411.91 ","43.35 ","43.35 "
"NRSL","NIMIR RESINS LIMITED","9,384.00"," 319,827.50 ","9,184.00"," 313,003.50 ","97.87 ","97.87 "
"NSRM","THE NATIONAL SILK & RAYON MILLS LIMITED","1.00"," 99.00 ","1.00"," 99.00 ","100.00 ","100.00 "
"OBOY","OILBOY ENERGY LIMITED","2,278,414.00"," 21,339,839.89 ","1,947,975.00"," 18,658,620.64 ","85.50 ","87.44 "
"OCTOPUS","OCTOPUS DIGITAL LIMITED","620,672.00"," 27,450,668.71 ","410,753.00"," 18,178,505.23 ","66.18 ","66.22 "
"OGDC","OIL & GAS DEVELOPMENT COMPANY LIMITED","3,960,285.00"," 1,002,135,362.43 ","2,441,793.00"," 635,190,879.29 ","61.66 ","63.38 "
"OLPL","OLP FINANCIAL SERVICES PAKISTAN LIMITED","4,610.00"," 219,502.00 ","4,210.00"," 200,702.00 ","91.32 ","91.44 "
"OLPM","OLP MODARABA","31,114.00"," 661,138.48 ","29,238.00"," 621,254.48 ","93.97 ","93.97 "
"OML","OLYMPIA MILLS LIMITED","28,019.00"," 1,181,717.14 ","18,724.00"," 798,758.97 ","66.83 ","67.59 "
"ORM","ORIENT RENTAL MODARABA","566,541.00"," 6,835,826.51 ","432,457.00"," 5,209,100.41 ","76.33 ","76.20 "
