"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"PASL","PERVEZ AHMED CONSULTANCY SERVICES LTD","3,010,220.00"," 10,323,312.78 ","2,061,011.00"," 7,060,084.56 ","68.47 ","68.39 "
"PASM","PARAMOUNT SPINNING MILLS LIMITED","3,925.00"," 28,997.88 ","3,700.00"," 27,337.61 ","94.27 ","94.27 "
"PCAL","PAKISTAN CABLES LIMITED","33,724.00"," 6,077,217.60 ","33,724.00"," 6,077,217.60 ","100.00 ","100.00 "
"PECO","PAKISTAN ENGINEERING COMPANY LIMITED","274.00"," 116,996.46 ","272.00"," 116,153.42 ","99.27 ","99.28 "
"PESC2","PAKISTAN ENERGY SUKUK-II","240,000.00"," 1,263,417,720.00 ","240,000.00"," 1,263,417,720.00 ","100.00 ","100.00 "
"PGLC","PAK GULF LEASING COMPANY LIMITED","6,232.00"," 100,637.09 ","4,675.00"," 76,139.70 ","75.02 ","75.66 "
"PIAHCLA","PIA HOLDING COMPANY LIMITED-CLASS A","6,572,818.00"," 166,962,417.71 ","3,972,135.00"," 100,918,855.21 ","60.43 ","60.44 "
"PIBTL","PAKISTAN INTERNATIONAL BULK TERMINAL LTD","20,286,213.00"," 295,246,366.20 ","13,803,897.00"," 200,755,551.07 ","68.05 ","68.00 "
"PICT","PAKISTAN INTL CONTAINER TERMINAL LTD.","196,703.00"," 8,839,451.22 ","145,286.00"," 6,538,579.41 ","73.86 ","73.97 "
"PIL","PICIC INSURANCE LIMITED","233,765.00"," 1,372,643.80 ","192,229.00"," 1,126,403.37 ","82.23 ","82.06 "
"PIM","POPULAR ISLAMIC MODARABA","2,870.00"," 68,711.34 ","1,851.00"," 43,982.49 ","64.49 ","64.01 "
"PINL","PREMIER INSURANCE LIMITED","183,011.00"," 1,692,771.91 ","159,301.00"," 1,472,467.20 ","87.04 ","86.99 "
"PIOC","PIONEER CEMENT LIMITED","464,865.00"," 95,800,597.48 ","378,083.00"," 78,511,685.75 ","81.33 ","81.95 "
"PKGI","THE PAKISTAN GENERAL INSURANCE CO. LTD.","20,348.00"," 317,728.96 ","17,666.00"," 278,675.26 ","86.82 ","87.71 "
"PKGP","PAKGEN POWER LIMITED","913.00"," 57,610.67 ","711.00"," 44,939.03 ","77.88 ","78.00 "
"PKGS","PACKAGES LIMITED","21.00"," 14,965.79 ","19.00"," 13,553.80 ","90.48 ","90.57 "
"PNSC","PAKISTAN NATIONAL SHIPPING CORPORATION","71,442.00"," 30,907,450.54 ","41,479.00"," 17,918,246.45 ","58.06 ","57.97 "
"POL","PAKISTAN OILFIELDS LIMITED","224,457.00"," 133,210,989.53 ","144,021.00"," 85,899,963.23 ","64.16 ","64.48 "
"POML","PUNJAB OIL MILLS LIMITED","415.00"," 74,635.28 ","390.00"," 70,152.78 ","93.98 ","93.99 "
"POWER","POWER CEMENT LIMITED","928,528.00"," 16,680,445.27 ","655,506.00"," 11,786,564.96 ","70.60 ","70.66 "
"POWERPS","POWER CEMENT LIMITED - PREFERENCE SHARES","201.00"," 5,222.05 ","200.00"," 5,196.05 ","99.50 ","99.50 "
"PPL","PAKISTAN PETROLEUM LIMITED","5,271,873.00"," 939,532,179.19 ","2,484,963.00"," 463,495,656.15 ","47.14 ","49.33 "
"PPP","PAKISTAN PAPER PRODUCTS LIMITED","2,268.00"," 316,594.80 ","2,233.00"," 311,868.05 ","98.46 ","98.51 "
"PPVC","PAKISTAN PVC LIMITED","10,900.00"," 154,844.61 ","10,800.00"," 153,413.61 ","99.08 ","99.08 "
"PREMA","AT-TAHUR LIMITED","1,189,834.00"," 49,470,771.29 ","770,408.00"," 32,060,740.07 ","64.75 ","64.81 "
"PRET","PREMIUM TEXTILE MILLS LIMITED","3,059.00"," 1,407,198.40 ","2,256.00"," 1,044,033.20 ","73.75 ","74.19 "
"PRL","PAKISTAN REFINERY LIMITED","18,670,698.00"," 641,959,188.60 ","6,016,518.00"," 220,256,654.67 ","32.22 ","34.31 "
"PRWM","PROSPERITY WEAVING MILLS LIMITED","16.00"," 824.80 ","13.00"," 676.80 ","81.25 ","82.06 "
"PSEL","PAKISTAN SERVICES LIMITED","5,208.00"," 7,119,316.24 ","4,759.00"," 6,509,062.89 ","91.38 ","91.43 "
"PSO","PAKISTAN STATE OIL COMPANY LIMITED","3,889,410.00"," 1,655,881,894.18 ","1,338,663.00"," 595,934,987.65 ","34.42 ","35.99 "
"PSX","PAKISTAN STOCK EXCHANGE LIMITED","517,284.00"," 23,094,107.91 ","308,450.00"," 13,796,437.58 ","59.63 ","59.74 "
"PSYL","PAKISTAN SYNTHETICS LIMITED","1,407.00"," 83,789.74 ","1,405.00"," 83,669.74 ","99.86 ","99.86 "
"PTC","PAKISTAN TELECOMMUNICATION COMPANY LTD","14,083,872.00"," 481,725,266.21 ","5,625,746.00"," 202,187,924.33 ","39.94 ","41.97 "
"PTL","PANTHER TYRES LIMITED","68,731.00"," 3,574,429.28 ","48,175.00"," 2,508,078.19 ","70.09 ","70.17 "
"QUET","QUETTA TEXTILE MILLS LIMITED","1,329.00"," 22,590.20 ","1,329.00"," 22,590.20 ","100.00 ","100.00 "
"QUICE","QUICE FOOD INDUSTRIES LIMITED","39,438,846.00"," 433,305,862.58 ","17,334,451.00"," 189,333,387.18 ","43.95 ","43.70 "
