"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"FPRM","FIRST PARAMOUNT MODARABA","21,621.00"," 273,454.94 ","17,553.00"," 221,431.34 ","81.18 ","80.98 "
"FRCL","FRONTIER CERAMICS LIMITED","12,241.00"," 870,231.15 ","10,221.00"," 730,195.46 ","83.50 ","83.91 "
"FRSM","FARAN SUGAR MILLS LIMITED","10,226.00"," 542,808.40 ","9,226.00"," 489,503.40 ","90.22 ","90.18 "
"FTMM","FIRST TREET MANUFACTURING MODARABA","318.00"," 5,675.55 ","303.00"," 5,405.87 ","95.28 ","95.25 "
"FTSM","FIRST TRI-STAR MODARABA","5,214.00"," 63,432.76 ","5,098.00"," 62,038.49 ","97.78 ","97.80 "
"FZCM","FAZAL CLOTH MILLS LIMITED","1,855.00"," 436,358.44 ","1,750.00"," 411,655.09 ","94.34 ","94.34 "
"GADT","GADOON TEXTILE MILLS LIMITED","23,937.00"," 8,053,790.55 ","22,135.00"," 7,446,129.86 ","92.47 ","92.45 "
"GAL","GHANDHARA AUTOMOBILES LIMITED","343,057.00"," 185,114,037.15 ","176,482.00"," 95,575,624.21 ","51.44 ","51.63 "
"GAMON","GAMMON PAKISTAN LIMITED","21,889.00"," 528,775.69 ","14,323.00"," 346,747.66 ","65.43 ","65.58 "
"GATI","GATRON (INDUSTRIES) LIMITED","78,247.00"," 8,360,267.69 ","65,515.00"," 7,012,340.63 ","83.73 ","83.88 "
"GATM","GUL AHMED TEXTILE MILLS LIMITED","2,357,682.00"," 70,816,753.63 ","1,676,508.00"," 50,386,836.74 ","71.11 ","71.15 "
"GCIL","GHANI CHEMICAL INDUSTRIES LIMITED","2,912,244.00"," 89,825,663.12 ","1,963,538.00"," 60,511,779.46 ","67.42 ","67.37 "
"GCWL","GHANI CHEMWORLD LIMITED","3,100,104.00"," 58,801,211.03 ","2,011,702.00"," 38,087,650.41 ","64.89 ","64.77 "
"GEMBLUEX","BLUE-EX LIMITED","500.00"," 45,000.00 ","500.00"," 45,000.00 ","100.00 ","100.00 "
"GEMMEL","MUGHAL ENERGY LIMITED","2,032.00"," 48,066.05 ","2,026.00"," 47,918.45 ","99.70 ","99.69 "
"GEMPACRA","THE PAKISTAN CREDIT RATING AGENCY LTD.","400.00"," 10,852.00 ","400.00"," 10,852.00 ","100.00 ","100.00 "
"GEMPAPL","PAK AGRO PACKAGING LIMITED","68,000.00"," 765,690.60 ","68,000.00"," 765,690.60 ","100.00 ","100.00 "
"GEMSPNL","SUPERNET LIMITED","14,489.00"," 782,761.11 ","14,489.00"," 782,761.11 ","100.00 ","100.00 "
"GFIL","GHAZI FABRICS INTERNATIONAL LIMITED","17,492.00"," 243,339.89 ","15,886.00"," 221,242.23 ","90.82 ","90.92 "
"GGGL","GHANI GLOBAL GLASS LIMITED","5,204,674.00"," 53,892,666.43 ","3,819,255.00"," 39,611,016.62 ","73.38 ","73.50 "
"GGL","GHANI GLOBAL HOLDINGS LIMITED","3,362,892.00"," 82,747,002.08 ","2,110,112.00"," 51,874,460.73 ","62.75 ","62.69 "
"GHGL","GHANI GLASS LIMITED","2,546,837.00"," 85,129,523.69 ","1,456,144.00"," 49,142,501.03 ","57.17 ","57.73 "
"GHNI","GHANDHARA INDUSTRIES LIMITED","909,725.00"," 735,636,792.64 ","605,911.00"," 490,356,715.86 ","66.60 ","66.66 "
"GLAXO","GLAXOSMITHKLINE PAKISTAN LIMITED","209,333.00"," 82,687,853.84 ","192,525.00"," 76,195,844.69 ","91.97 ","92.15 "
"GLPL","GILLETTE PAKISTAN LIMITED","3,488.00"," 1,665,538.32 ","3,103.00"," 1,481,993.99 ","88.96 ","88.98 "
"GOC","GOC (PAK) LIMITED","1,301.00"," 156,608.42 ","1,301.00"," 156,608.42 ","100.00 ","100.00 "
"GRR","GLOBE RESIDENCY REIT","274,168.00"," 5,322,407.57 ","260,560.00"," 5,057,056.87 ","95.04 ","95.01 "
"GRYL","GRAYS LEASING LIMITED","51,505.00"," 2,278,566.26 ","35,476.00"," 1,565,494.70 ","68.88 ","68.71 "
"GSPM","GULSHAN SPINNING MILLS LIMITED","10,010.00"," 55,055.04 ","10,008.00"," 55,044.19 ","99.98 ","99.98 "
"GTYR","GHANDHARA TYRE AND RUBBER COMPANY LTD.","103,444.00"," 3,852,676.46 ","88,596.00"," 3,296,419.41 ","85.65 ","85.56 "
"GUSM","GULISTAN SPINNING MILLS LIMITED","70,269.00"," 634,417.04 ","61,311.00"," 549,962.68 ","87.25 ","86.69 "
"GVGL","GHANI VALUE GLASS LIMITED","6,843.00"," 399,261.20 ","6,843.00"," 399,261.20 ","100.00 ","100.00 "
"GWLC","GHARIBWAL CEMENT LIMITED","3,543,449.00"," 208,345,824.45 ","2,373,117.00"," 139,748,478.31 ","66.97 ","67.08 "
"HABSM","HABIB SUGAR MILLS LIMITED","13,252.00"," 1,089,207.16 ","13,252.00"," 1,089,207.16 ","100.00 ","100.00 "
"HAEL","HALA ENTERPRISES LIMITED","13,048.00"," 278,195.90 ","12,795.00"," 272,589.30 ","98.06 ","97.98 "
"HAFL","HAFIZ LIMITED","7.00"," 2,321.00 ","7.00"," 2,321.00 ","100.00 ","100.00 "
"HALEON","HALEON PAKISTAN LIMITED","69,955.00"," 59,794,221.92 ","66,181.00"," 56,541,164.57 ","94.61 ","94.56 "
"HASCOL","HASCOL PETROLEUM LIMITED","54,273,141.00"," 856,769,007.76 ","26,464,670.00"," 418,750,954.98 ","48.76 ","48.88 "
"HBL","HABIB BANK LIMITED","1,766,029.00"," 502,785,150.08 ","971,590.00"," 286,415,391.50 ","55.02 ","56.97 "
"HBLTETF","HBL TOTAL TREASURY EXCHANGE TRADED FUND","100.00"," 10,600.00 ","100.00"," 10,600.00 ","100.00 ","100.00 "
"HCAR","HONDA  ATLAS CARS (PAKISTAN) LIMITED","199,526.00"," 56,805,577.53 ","167,765.00"," 47,768,689.58 ","84.08 ","84.09 "
"HGFA","HBL GROWTH FUND-CLASS A","12,792.00"," 224,704.85 ","12,792.00"," 224,704.85 ","100.00 ","100.00 "
"HICL","HABIB INSURANCE COMPANY LIMITED","32,416.00"," 404,732.72 ","32,405.00"," 404,592.16 ","99.97 ","99.97 "
"HIFA","HBL INVESTMENT FUND-CLASS A","429,079.00"," 2,723,119.81 ","259,035.00"," 1,650,371.53 ","60.37 ","60.61 "
"HINO","HINOPAK MOTORS LIMITED","8,919.00"," 4,471,275.34 ","8,496.00"," 4,259,093.31 ","95.26 ","95.25 "
"HINOON","HIGHNOON LABORATORIES LIMITED","9,134.00"," 10,257,777.71 ","7,640.00"," 8,578,044.65 ","83.64 ","83.62 "
"HIRAT","HIRA TEXTILE MILLS LIMITED","405,290.00"," 2,040,294.90 ","360,883.00"," 1,813,977.69 ","89.04 ","88.91 "
"HMB","HABIB METROPOLITAN BANK LIMITED","35,137.00"," 4,277,546.25 ","34,080.00"," 4,148,185.75 ","96.99 ","96.98 "
"HPL","HOECHST PAKISTAN LIMITED","25.00"," 104,967.24 ","25.00"," 104,967.24 ","100.00 ","100.00 "
"HRPL","HABIB RICE PRODUCTS LIMITED","14,549.00"," 401,114.66 ","14,549.00"," 401,114.66 ","100.00 ","100.00 "
"HTL","HI-TECH LUBRICANTS LIMITED","53,523.00"," 2,835,566.18 ","50,516.00"," 2,677,428.43 ","94.38 ","94.42 "
"HUBC","THE HUB POWER COMPANY LIMITED","4,064,377.00"," 837,432,934.79 ","2,286,015.00"," 475,606,137.67 ","56.25 ","56.79 "
"HUMNL","HUM NETWORK LIMITED","3,632,258.00"," 49,918,859.23 ","2,420,903.00"," 34,548,441.24 ","66.65 ","69.21 "
"HUSI","HUSEIN INDUSTRIES LIMITED","100.00"," 2,750.00 ","100.00"," 2,750.00 ","100.00 ","100.00 "
"HWQS","HASEEB WAQAS SUGAR MILLS LIMITED","19,566.00"," 312,918.72 ","19,142.00"," 305,984.60 ","97.83 ","97.78 "
"IBLHL","IBL HEALTHCARE LIMITED","64,132.00"," 3,006,011.05 ","57,628.00"," 2,701,127.24 ","89.86 ","89.86 "
"ICCI","ICC INDUSTRIES LIMITED","286,167.00"," 4,049,267.13 ","128,815.00"," 1,832,493.41 ","45.01 ","45.25 "
"ICIBL","INVEST CAPITAL INVESTMENT BANK LIMITED","2,958,373.00"," 16,495,791.15 ","2,292,288.00"," 12,764,105.79 ","77.48 ","77.38 "
"ICL","ITTEHAD CHEMICALS LIMITED","313,796.00"," 44,005,384.91 ","278,100.00"," 38,896,647.36 ","88.62 ","88.39 "
"IDRT","IDREES TEXTILE MILLS LIMITED","5,477.00"," 119,071.33 ","4,077.00"," 89,503.33 ","74.44 ","75.17 "
"IDYM","INDUS DYEING AND MANUFACTURING CO. LTD.","11,132.00"," 1,785,530.63 ","11,027.00"," 1,768,318.41 ","99.06 ","99.04 "
"IGIHL","IGI HOLDINGS LIMITED","15,878.00"," 4,210,289.77 ","13,557.00"," 3,603,921.77 ","85.38 ","85.60 "
"IGIL","IGI LIFE INSURANCE LIMITED","8,461.00"," 168,432.70 ","8,341.00"," 166,032.00 ","98.58 ","98.57 "
"ILP","INTERLOOP LIMITED","5,170,783.00"," 422,573,322.88 ","2,992,174.00"," 253,440,692.55 ","57.87 ","59.98 "
"IMAGE","IMAGE PAKISTAN LIMITED","2,356,627.00"," 57,407,971.57 ","1,740,537.00"," 42,463,363.82 ","73.86 ","73.97 "
"IML","IMPERIAL LIMITED","31,821.00"," 764,538.21 ","28,821.00"," 691,776.21 ","90.57 ","90.48 "
"IMS","INTERMARKET SECURITIES LIMITED","33,141,228.00"," 428,159,926.72 ","2,076,804.00"," 47,982,416.68 ","6.27 ","11.21 "
"INDU","INDUS MOTOR COMPANY LIMITED","13,637.00"," 28,418,594.80 ","13,475.00"," 28,080,601.23 ","98.81 ","98.81 "
"INIL","INTERNATIONAL INDUSTRIES LIMITED","124,343.00"," 23,966,228.25 ","81,254.00"," 15,852,046.25 ","65.35 ","66.14 "
"INKL","INTERNATIONAL KNITWEAR LIMITED","1,480,141.00"," 106,636,702.65 ","141.00"," 609,502.65 ","0.01 ","0.57 "
"IPAK","INTERNATIONAL PACKAGING FILMS LIMITED","720,055.00"," 17,825,646.36 ","583,669.00"," 14,460,396.46 ","81.06 ","81.12 "
"IREIT","IMAGE REIT","1,059,413.00"," 10,665,702.31 ","1,005,876.00"," 10,126,359.18 ","94.95 ","94.94 "
"ISIL","ISMAIL INDUSTRIES LIMITED","15.00"," 29,387.50 ","11.00"," 21,350.00 ","73.33 ","72.65 "
"ISL","INTERNATIONAL STEELS LIMITED","1,326,930.00"," 128,297,943.31 ","902,365.00"," 87,894,887.36 ","68.00 ","68.51 "
"ITTEFAQ","ITTEFAQ IRON INDUSTRIES LIMITED","470,347.00"," 4,305,707.15 ","335,944.00"," 3,078,789.22 ","71.42 ","71.50 "
"JATM","J. A. TEXTILE MILLS LIMITED","1,971.00"," 42,707.70 ","1,870.00"," 40,485.70 ","94.88 ","94.80 "
"JDMT","JANANA DE MALUCHO TEXTILE MILLS LIMITED","26,123.00"," 2,934,073.53 ","25,299.00"," 2,845,096.08 ","96.85 ","96.97 "
"JDWS","JDW SUGAR MILLS LIMITED","1,045.00"," 852,795.71 ","542.00"," 449,370.71 ","51.87 ","52.69 "
"JGICL","JUBILEE GENERAL INSURANCE COMPANY LTD.","20,120.00"," 1,572,796.29 ","19,500.00"," 1,523,788.75 ","96.92 ","96.88 "
"JKSM","J.K. SPINNING MILLS LIMITED","430.00"," 77,817.35 ","352.00"," 63,747.38 ","81.86 ","81.92 "
"JLICL","JUBILEE LIFE INSURANCE COMPANY LIMITED","1,791.00"," 296,730.80 ","1,791.00"," 296,730.80 ","100.00 ","100.00 "
"JSBL","JS BANK LIMITED","363,400.00"," 7,851,416.17 ","262,659.00"," 5,715,117.45 ","72.28 ","72.79 "
"JSCL","JAHANGIR SIDDIQUI AND CO. LTD","475,061.00"," 12,302,226.28 ","333,704.00"," 8,645,597.38 ","70.24 ","70.28 "
"JSCLPSA","JAHANGIR SIDDIQUI & CO.LTD-PREF.SHARES","100.00"," 1,549.00 ","100.00"," 1,549.00 ","100.00 ","100.00 "
"JSGBETF","JS GLOBAL BANKING SECTOR ETF","4,500.00"," 190,185.00 ","3,500.00"," 148,085.00 ","77.78 ","77.86 "
"JSGCL","JS GLOBAL CAPITAL  LIMITED","456.00"," 70,715.55 ","456.00"," 70,715.55 ","100.00 ","100.00 "
"JSIL","JS INVESTMENTS LIMITED","14,609.00"," 619,607.36 ","13,409.00"," 569,188.36 ","91.79 ","91.86 "
"JSMFETF","JS MOMENTUM FACTOR EXCHANGE TRADED FUND","563,026.00"," 6,807,402.48 ","475,026.00"," 5,742,172.48 ","84.37 ","84.35 "
"JSML","JAUHARABAD SUGAR MILLS LIMITED","50,490.00"," 2,965,622.77 ","29,040.00"," 1,696,083.67 ","57.52 ","57.19 "
"JUBS","JUBILEE SPINNING & WEAVING MILLS LIMITED","9,363.00"," 209,371.62 ","9,350.00"," 209,077.63 ","99.86 ","99.86 "
"JVDC","JAVEDAN CORPORATION LIMITED","527,203.00"," 37,615,007.84 ","354,477.00"," 25,347,674.10 ","67.24 ","67.39 "
