Symbol,Date,Trade Volume,Trade Value,UIN Settlement Volume,UIN Settlement Value,UIN % Volume,UIN % Value
LUCK,2025-11-30,1386634.0,602204602.35,955006.0,415625588.03,68.87224747121446,69.01733836109729
MACFL,2025-11-30,849550.0,21008881.67,438943.0,10806474.17,51.667706432817376,51.437645943007496
MACTER,2025-11-30,54291.0,19618652.67,43175.0,15606193.14,79.52515149840673,79.54773144979684
MARI,2025-11-30,1364039.0,933991721.29,946336.0,660690918.43,69.37748847357004,70.73841270428763
MCB,2025-11-30,515886.0,175159719.04,365056.0,127658401.07,70.76292049018582,72.88114057824421
MCBIM,2025-11-30,1128.0,239394.52,876.0,187326.5,77.6595744680851,78.25012034527775
MDTL,2025-11-30,1658862.0,7516882.54,1282274.0,5801670.99,77.2984130084359,77.18187638462155
MEBL,2025-11-30,1114182.0,467770473.01,905334.0,381477871.11,81.25548608755122,81.55236234884043
MEHT,2025-11-30,2883.0,827698.14,2785.0,798145.58,96.6007630939993,96.42954857914746
MERIT,2025-11-30,266645.0,3549115.96,252346.0,3359119.83,94.63743929194247,94.64666322145192
MFFL,2025-11-30,5802.0,1133754.36,5399.0,1054986.27,93.05411926921752,93.05245538372174
MFL,2025-11-30,1021727.0,53395300.44,808844.0,42346717.92,79.16439518579817,79.30794952185872
MIIETF,2025-11-30,498000.0,8058860.0,416000.0,6739315.0,83.53413654618474,83.62615804220448
MIRKS,2025-11-30,38440.0,1473703.94,37623.0,1442025.84,97.87460978147763,97.85044342081356
MLCF,2025-11-30,7637793.0,687238160.93,4519814.0,417319080.48,59.176963816641795,60.72408434293958
MQTM,2025-11-30,871.0,25513.84,871.0,25513.84,100.0,100.0
MRNS,2025-11-30,821.0,61587.42,821.0,61587.42,100.0,100.0
MSCL,2025-11-30,52462.0,720707.62,47758.0,657998.9,91.0335099691205,91.2990069398739
MSOT,2025-11-30,21104.0,984989.07,17252.0,807706.24,81.74753601213041,82.00154342829408
MTL,2025-11-30,164216.0,84213155.73,108308.0,54916241.52,65.95459638524869,65.21100063756036
MUGHAL,2025-11-30,2100805.0,177647916.02,1834316.0,155457479.93,87.31491023679018,87.50875518995575
MUGHALC,2025-11-30,82.0,3766.27,81.0,3716.38,98.78048780487805,98.67534722683186
MUREB,2025-11-30,11339.0,11907678.4,11181.0,11741478.49,98.60657906340947,98.60426269154196
MWMP,2025-11-30,142020.0,17941371.6,118509.0,14974162.04,83.44528939585973,83.46163478381997
MZNPETF,2025-11-30,418118.0,8085260.45,411707.0,7960153.1,98.46670078781588,98.45264910421035
NAGC,2025-11-30,25367.0,1570885.5,25367.0,1570885.5,100.0,100.0
NATF,2025-11-30,428345.0,164468304.67,301223.0,115812495.76,70.32252039827709,70.41630057072322
NBP,2025-11-30,13015457.0,2730541165.12,5209581.0,1154576242.53,40.02610895645078,42.283788183770504
NBPGETF,2025-11-30,5500.0,156885.0,5000.0,142585.0,90.9090909090909,90.8850431844982
NCL,2025-11-30,25988.0,1119916.77,25017.0,1077627.94,96.26366015083885,96.22393099801513
NCML,2025-11-30,32503.0,460067.45,27503.0,389317.45,84.61680460265207,84.62182012659231
NCPL,2025-11-30,557146.0,14445384.82,541596.0,14041442.97,97.20899010313275,97.20366154980702
NESTLE,2025-11-30,127.0,1018456.88,111.0,890359.04,87.4015748031496,87.42235999230522
NETSOL,2025-11-30,704416.0,92553024.98,439890.0,57760379.65,62.44747421977922,62.40787879432528
NEXT,2025-11-30,16542.0,189637.9,14713.0,167880.53,88.9432958529803,88.52688729415375
NICL,2025-11-30,9839.0,2105706.97,8461.0,1811396.58,85.99451163736153,86.02320293407206
NITGETF,2025-11-30,4000.0,134890.0,3500.0,118020.0,87.5,87.49351323300468
NML,2025-11-30,1204333.0,167721844.24,899376.0,127546457.7,74.678348928411,76.04641976002159
NONS,2025-11-30,900.0,77796.4,900.0,77796.4,100.0,100.0
NPL,2025-11-30,107036.0,3863375.67,105676.0,3814355.74,98.72939945438918,98.7311632575457
NRL,2025-11-30,1410869.0,505640346.52,632490.0,226556708.68,44.82981765139074,44.80590013024976
NRSL,2025-11-30,63001.0,2075823.71,60720.0,2000580.86,96.37942254884842,96.3752774555215
NSRM,2025-11-30,7.0,658.12,7.0,658.12,100.0,100.0
OBOY,2025-11-30,313808.0,2720175.8,235342.0,2045631.81,74.99553867332891,75.20219134366243
OCTOPUS,2025-11-30,249587.0,10780829.62,184761.0,7978678.22,74.0266920953415,74.00801701938036
OGDC,2025-11-30,7017799.0,1703410673.57,3666694.0,909684175.43,52.248489875529344,53.40369116764357
OLPL,2025-11-30,916.0,42453.88,915.0,42404.88,99.89082969432314,99.88458063197051
OLPM,2025-11-30,65378.0,1366452.3,65226.0,1363252.77,99.76750588883111,99.76585132170366
OML,2025-11-30,2180.0,83918.31,2172.0,83586.35,99.63302752293578,99.60442482695375
ORM,2025-11-30,200599.0,2460665.88,181292.0,2238042.37,90.3753258989327,90.95271276732623
OTSU,2025-11-30,30689.0,10225293.53,27177.0,9061770.45,88.5561601876894,88.62112782790696
P01GIS031225,2025-11-30,1.0,4977.1,1.0,4977.1,100.0,100.0
P01GIS080126,2025-11-30,1.0,4923.5,1.0,4923.5,100.0,100.0
P01GIS200826,2025-11-30,3.0,13968.0,3.0,13968.0,100.0,100.0
P01GIS290526,2025-11-30,1.0,4746.5,1.0,4746.5,100.0,100.0
P01GIS290926,2025-11-30,1.0,4585.0,1.0,4585.0,100.0,100.0
P05FRR090130,2025-11-30,12500.0,67222602.5,12500.0,67222602.5,100.0,100.0
PABC,2025-11-30,101860.0,13587496.27,73320.0,9859154.1,71.98115059886118,72.56049167621961
PACE,2025-11-30,23015881.0,668060577.51,9187849.0,266939009.11,39.9196059451298,39.95730598337907
PAEL,2025-11-30,25779396.0,1312078815.19,10947848.0,590205815.98,42.467434070216385,44.98249717525797
PAKD,2025-11-30,2364.0,410978.5,2350.0,408489.06,99.4077834179357,99.39426515012343
PAKOXY,2025-11-30,104856.0,35428447.84,91969.0,31098399.96,87.70981155107958,87.77804802639075
PAKRI,2025-11-30,929449.0,15214641.1,689738.0,11305256.83,74.20934338516692,74.30511673390706
PAKT,2025-11-30,4758.0,7476161.57,4078.0,6401889.55,85.708280790248,85.63070086244805
PASL,2025-11-30,3232692.0,10812439.75,2409568.0,8060918.83,74.53750620226116,74.55226587505378
PASM,2025-11-30,12261.0,87979.32,12261.0,87979.32,100.0,100.0
PCAL,2025-11-30,9157.0,1627206.45,8513.0,1511969.81,92.96712897237086,92.918130333124
PECO,2025-11-30,789.0,337630.27,698.0,300002.99,88.46641318124207,88.85547791671641
PGLC,2025-11-30,550895.0,9191977.74,110354.0,1954438.75,20.031766489076865,21.262439980625974
PIAHCLA,2025-11-30,30984804.0,970223171.69,13915483.0,441237198.4,44.91066975927942,45.47790768915809
PIAHCLB,2025-11-30,69.0,1722228.09,42.0,1053389.02,60.86956521739131,61.16431534919396
PIBTL,2025-11-30,10724776.0,156689835.97,6664689.0,97449797.25,62.14292028103897,62.19280060300646
PICT,2025-11-30,121944.0,5247416.78,114439.0,4926777.41,93.84553565571082,93.889576844323
PIL,2025-11-30,185579.0,1044646.88,165236.0,929952.36,89.03809159441532,89.02073780184936
PIM,2025-11-30,6998.0,154758.24,5328.0,120896.76,76.13603886824806,78.11975633736853
PINL,2025-11-30,629627.0,6467849.58,195483.0,2079917.33,31.047429668676852,32.157787596538384
PIOC,2025-11-30,368996.0,80248489.24,254923.0,56531681.15,69.08557274333596,70.44578868136708
PKGI,2025-11-30,455.0,7095.25,455.0,7095.25,100.0,100.0
PKGP,2025-11-30,7989.0,535501.41,7381.0,495336.92,92.38953561146576,92.49964813351285
PKGS,2025-11-30,4068.0,2883475.9,2896.0,2050814.26,71.1897738446411,71.1229894447878
PMRS,2025-11-30,6.0,1925.05,6.0,1925.05,100.0,100.0
PNSC,2025-11-30,33814.0,14474165.74,29850.0,12783245.67,88.27704501094222,88.31766817947188
POL,2025-11-30,296220.0,174880362.41,208415.0,123518648.86,70.3581797312808,70.63037104784554
POML,2025-11-30,9106.0,1542139.83,6338.0,1082519.08,69.60245991653855,70.19590953694517
POWER,2025-11-30,1269777.0,21952470.95,957844.0,16565343.14,75.4340329049904,75.46003899848004
POWERPS,2025-11-30,1115.0,26781.0,1115.0,26781.0,100.0,100.0
PPL,2025-11-30,9892979.0,1774499392.26,4726379.0,880892613.04,47.77508372351746,49.64175343661833
PPP,2025-11-30,7282.0,981740.93,7055.0,951530.13,96.88272452622905,96.92273194721544
PPVC,2025-11-30,11750.0,154378.5,11050.0,145173.5,94.04255319148936,94.03738214842092
PREMA,2025-11-30,2232898.0,88946684.18,1117145.0,44575183.83,50.031170254978065,50.11449751155861
PRET,2025-11-30,19.0,8322.85,16.0,7064.9,84.21052631578947,84.88558606727263
PRL,2025-11-30,12317576.0,435042904.03,4972710.0,183296079.69,40.37084893975892,42.13287425034294
PRWM,2025-11-30,5197.0,251545.16,4003.0,193817.3,77.02520685010583,77.05069737775912
PSEL,2025-11-30,5676.0,7416142.64,4958.0,6483818.53,87.35024665257224,87.42844959627153
PSO,2025-11-30,4029258.0,1687230652.37,2018400.0,876615184.94,50.093590432779436,51.95585936686524
PSX,2025-11-30,534528.0,23508288.21,464753.0,20444831.12,86.94642750239464,86.96860842170184
PSYL,2025-11-30,1024.0,61650.88,1019.0,61355.6,99.51171875,99.52104495507606
PTC,2025-11-30,15680850.0,537664108.46,6150185.0,219475442.61,39.22099248446354,40.8201773480158
PTL,2025-11-30,49254.0,2507024.26,40899.0,2080926.02,83.03691070775979,83.00382462194443
QUET,2025-11-30,5200.0,83144.7,4251.0,68755.01,81.75,82.69319631918812
QUICE,2025-11-30,3654818.0,35972623.06,2577542.0,25448153.07,70.5244967054447,70.74311213712198
RCML,2025-11-30,107.0,55669.81,106.0,55149.81,99.06542056074767,99.065921008173
REDCO,2025-11-30,25620.0,442113.49,15237.0,260433.54,59.47306791569087,58.90649027696486
REWM,2025-11-30,2272.0,427230.82,2144.0,404311.02,94.36619718309859,94.63526531161773
RICL,2025-11-30,2171.0,35642.23,2171.0,35642.23,100.0,100.0
RMPL,2025-11-30,14.0,132259.98,12.0,113237.0,85.71428571428571,85.61697952774527
RPL,2025-11-30,190327.0,3517959.06,158051.0,2922807.68,83.04181750355967,83.08248135212808
RUBY,2025-11-30,108978.0,1468495.69,81334.0,1103205.32,74.6334122483437,75.12485923605266
RUPL,2025-11-30,1005.0,36183.98,1003.0,36108.0,99.80099502487563,99.79001757131194
SAIF,2025-11-30,830.0,18893.57,827.0,18824.36,99.63855421686748,99.63368489914824
SANSM,2025-11-30,551.0,30581.99,551.0,30581.99,100.0,100.0
SAPT,2025-11-30,25.0,33775.47,24.0,32400.02,96.0,95.92766584743306
SARC,2025-11-30,11320.0,912116.59,10215.0,825938.26,90.23851590106007,90.5518295638061
SASML,2025-11-30,427.0,76146.04,427.0,76146.04,100.0,100.0
SAZEW,2025-11-30,135090.0,238611085.85,101315.0,180132002.26,74.99814938189355,75.49188321167854
SBL,2025-11-30,386724.0,4630606.7,328849.0,3936264.53,85.03454660171079,85.00537370189525
SCBPL,2025-11-30,17398.0,1105099.33,13474.0,856385.6,77.44568341188642,77.49399323226446
SCL,2025-11-30,869.0,315965.32,819.0,297940.32,94.24626006904488,94.2952599987872
SEARL,2025-11-30,12202770.0,1235148083.22,4670821.0,496590138.0,38.276727333220244,40.20490698616493
SEL,2025-11-30,606753.0,12882901.34,387746.0,8232688.64,63.905081639480976,63.903995091838524
SEPL,2025-11-30,16817.0,2704672.96,15210.0,2446423.46,90.44419337575073,90.4517291436226
SERT,2025-11-30,74999.0,2669028.16,71507.0,2547334.73,95.34393791917225,95.44053405566166
SFL,2025-11-30,35.0,45660.85,34.0,44368.8,97.14285714285714,97.17033300956948
SGF,2025-11-30,505192.0,46129766.43,314627.0,28684319.17,62.27869799996832,62.18180014747584
SGPL,2025-11-30,127069.0,1596224.6,125671.0,1579000.14,98.89981033926449,98.92092503774217
SHCM,2025-11-30,2563.0,159716.26,1928.0,119841.21,75.22434646898166,75.03381934938872
SHDT,2025-11-30,4267.0,233691.77,4147.0,227029.87,97.1877197093977,97.14927915518805
SHEZ,2025-11-30,64.0,17682.42,54.0,14892.12,84.375,84.21992012405542
SHFA,2025-11-30,44419.0,22282543.44,38653.0,19471543.98,87.01906841666855,87.38474596686346
SHJS,2025-11-30,12.0,1973.08,11.0,1794.59,91.66666666666666,90.95373730411337
SHNI,2025-11-30,315997.0,4034595.8,283841.0,3631105.99,89.82395402487998,89.99925073039535
SHSML,2025-11-30,6783.0,2992169.06,6783.0,2992169.06,100.0,100.0
SIBL,2025-11-30,7079.0,60802.4,7079.0,60802.4,100.0,100.0
SIEM,2025-11-30,27.0,42530.5,27.0,42530.5,100.0,100.0
SINDM,2025-11-30,11000.0,186999.42,10998.0,186964.74,99.98181818181818,99.98145448793369
SITC,2025-11-30,2224.0,1860933.8,1956.0,1639488.28,87.94964028776978,88.10030104241214
SKRS,2025-11-30,26816.0,726285.02,21603.0,584877.47,80.56011336515513,80.53001974348858
SLGL,2025-11-30,1637283.0,31727259.5,1273341.0,24680159.25,77.77158866243649,77.78849998059239
SLYT,2025-11-30,2741.0,34233.62,2499.0,31212.5,91.17110543597228,91.17499113444619
SMCPL,2025-11-30,21432.0,888538.67,17694.0,735181.79,82.55879059350504,82.74055084175458
SML,2025-11-30,177.0,11505.01,177.0,11505.01,100.0,100.0
SNAI,2025-11-30,6001.0,160548.5,6001.0,160548.5,100.0,100.0
SNBL,2025-11-30,1607081.0,42493967.85,1048747.0,27755253.87,65.25788059220413,65.31575015064168
SNGP,2025-11-30,3601144.0,405960804.49,2076755.0,242730696.12,57.669312862801384,59.79165807027539
SPEL,2025-11-30,323737.0,17646904.51,235386.0,12829273.19,72.70901997609171,72.69985046232902
SPL,2025-11-30,1050508.0,27216494.08,939477.0,24321981.96,89.43073255986627,89.36486047213911
SPWL,2025-11-30,424224.0,4041050.67,390744.0,3721144.77,92.10794297352342,92.08359592283955
SRVI,2025-11-30,914.0,1183112.94,843.0,1095957.97,92.23194748358861,92.63341925750555
SSGC,2025-11-30,3456061.0,116997865.44,2397429.0,81282564.84,69.36882769140938,69.47354512350837
SSML,2025-11-30,110146.0,2656721.52,79215.0,1910665.8,71.91818132297134,71.91818132297134
SSOM,2025-11-30,10569.0,4721920.2,8033.0,3624392.01,76.00529851452362,76.75673998048505
STCL,2025-11-30,173442.0,2568686.89,160854.0,2386381.88,92.74224236344139,92.90279361374402
STJT,2025-11-30,524.0,54420.0,522.0,54212.0,99.61832061068702,99.61778757809628
STL,2025-11-30,24.0,37513.12,22.0,34396.1,91.66666666666666,91.69085375996451
STML,2025-11-30,800.0,25220.0,800.0,25220.0,100.0,100.0
STPL,2025-11-30,1689148.0,13716957.5,1534216.0,12459747.74,90.82780194512263,90.83463107616977
STYLERS,2025-11-30,620.0,24834.75,576.0,23035.59,92.90322580645162,92.75547368103162
SUHJ,2025-11-30,100.0,8654.0,100.0,8654.0,100.0,100.0
SURC,2025-11-30,5062.0,599753.09,4240.0,503086.66,83.76135914658238,83.8822956293564
SUTM,2025-11-30,297.0,40827.3,287.0,39428.3,96.63299663299664,96.57337124913967
SYM,2025-11-30,1412978.0,18014995.19,1112186.0,14514209.05,78.71219509433269,80.5673767709732
SYS,2025-11-30,2267453.0,335265316.63,1543736.0,231487500.74,68.0823814209159,69.04606270247467
SZTM,2025-11-30,501.0,29679.31,225.0,13981.01,44.91017964071856,47.10692398172329
TATM,2025-11-30,28025.0,3750213.99,26400.0,3530143.51,94.20160570918823,94.13178873027455
TBL,2025-11-30,2242524.0,27421757.69,1660820.0,20372341.77,74.06029991206337,74.29261829349933
TCORP,2025-11-30,58090.0,1038311.66,36165.0,644538.12,62.256842830091244,62.0755929871769
TCORPCPS,2025-11-30,1.0,8.7,1.0,8.7,100.0,100.0
TELE,2025-11-30,17596332.0,188731488.69,9280995.0,102429079.65,52.74391844845846,54.272384730798365
TGL,2025-11-30,166561.0,31090746.03,137305.0,25641300.22,82.43526395734897,82.47245079052867
THALL,2025-11-30,4235.0,2270721.17,4149.0,2223664.71,97.96930342384887,97.9276865595964
THCCL,2025-11-30,6134113.0,559535113.12,2791757.0,258662018.39,45.51199170931478,46.228022571753485
TICL,2025-11-30,130.0,81165.46,106.0,65477.25,81.53846153846153,80.67132250590336
TOMCL,2025-11-30,2326698.0,131799911.32,1101040.0,62327584.42,47.32199881548873,47.2895495875361
TOWL,2025-11-30,1390.0,217094.79,1390.0,217094.79,100.0,100.0
TPL,2025-11-30,2362668.0,16408041.91,2247527.0,15614456.62,95.12665342739649,95.163436963698
TPLI,2025-11-30,86470.0,1990920.61,86470.0,1990920.61,100.0,100.0
TPLL,2025-11-30,216.0,7329.83,208.0,7058.0,96.29629629629629,96.29145559992523
TPLP,2025-11-30,7614090.0,72982591.26,4328035.0,42776616.46,56.84244604411033,58.612082308243316
TPLRF1,2025-11-30,6053.0,73037.04,6053.0,73037.04,100.0,100.0
TPLT,2025-11-30,149318.0,1064959.57,140815.0,1004387.4,94.3054420766418,94.31225637983609
TREET,2025-11-30,13270515.0,410216327.08,6081721.0,193031683.58,45.82882427697795,47.05607037975238
TRG,2025-11-30,6516511.0,469232313.38,2893546.0,208745820.02,44.40330109164245,44.48666770545929
TRIPF,2025-11-30,26107.0,3437970.56,25533.0,3362767.47,97.80135595817214,97.81257318270929
TRSM,2025-11-30,150511.0,9498206.81,66389.0,4171693.21,44.10906844018045,43.92085046629975
TSBL,2025-11-30,509426.0,20245481.9,499426.0,19813981.9,98.03700635617342,97.86866026636788
TSMF,2025-11-30,16425.0,232046.79,15425.0,218036.79,93.9117199391172,93.96242456101203
TSML,2025-11-30,2.0,465.56,1.0,244.98,50.0,52.620500042959016
TSPL,2025-11-30,17852.0,206279.87,14426.0,165802.11,80.80887295541116,80.37726124221427
UBDL,2025-11-30,169519.0,4654019.29,133552.0,3674109.44,78.78290929040402,78.94486917779837
UBL,2025-11-30,1519352.0,558999834.23,1178104.0,436987171.37,77.53989858834555,78.17304131618079
UBLPETF,2025-11-30,55500.0,2022340.0,38000.0,1384170.0,68.46846846846847,68.44398073518795
UCAPM,2025-11-30,166263.0,1115102.73,132767.0,891237.97,79.85360543235717,79.92429271516535
UDLI,2025-11-30,367547.0,7126733.76,256518.0,4974718.5,69.79189056093506,69.80362487962508
UDPL,2025-11-30,26482.0,3090587.85,23592.0,2752491.28,89.08692696926214,89.06044460117838
UNIC,2025-11-30,8690.0,132174.07,7686.0,116790.05,88.44649021864211,88.36078816366931
UNITY,2025-11-30,3766967.0,79494456.6,2214258.0,48765377.55,58.780923751123915,61.344374986267916
UPFL,2025-11-30,18.0,520798.6,15.0,434741.8,83.33333333333334,83.4759924469843
UVIC,2025-11-30,54582.0,1300990.7,47047.0,1121425.61,86.1950826279726,86.1978190927883
WAFI,2025-11-30,29218.0,5494245.86,24951.0,4689469.03,85.3959887740434,85.35236954248712
WAHN,2025-11-30,916.0,334115.83,915.0,333748.83,99.89082969432314,99.89015785334087
WASL,2025-11-30,1960503.0,13526441.79,1560115.0,10766326.14,79.57728195264174,79.59466581935442
WAVES,2025-11-30,15141883.0,215908098.63,8362783.0,119474060.87,55.22947839446388,55.335608820650016
WAVESAPP,2025-11-30,3608050.0,36230603.82,2605944.0,26860457.52,72.2258283560372,74.13748237111218
WTL,2025-11-30,47058585.0,81036977.09,30250586.0,52009185.97,64.28282108354936,64.1795731252887
YOUW,2025-11-30,1843672.0,10592247.93,1527433.0,8801505.78,82.8473285920706,83.0938421963467
ZAHID,2025-11-30,6415.0,411885.26,6088.0,391046.33,94.90257209664848,94.94059826272976
ZAL,2025-11-30,1193650.0,56615007.44,913732.0,43377479.8,76.549407280191,76.61834160486688
ZIL,2025-11-30,5510.0,2586266.7,4230.0,1986887.0,76.76950998185119,76.82452084311335
ZTL,2025-11-30,5093.0,78095.08,5093.0,78095.08,100.0,100.0
ZUMA,2025-11-30,19798.0,728069.48,15977.0,586813.88,80.70007071421355,80.59860990190111
